"","AF_A","AF_B","CO_A","CO_B"
"LOC100253273",5607.80857329979,7465.32833693324,4193.61141186568,4615.65817990945
"LOC100852749",39.1470057472934,62.1834323933799,111.324659811432,157.010883558701
"LOC100258408",1732.25500431773,1625.88947897891,3272.02685693187,3104.42842565696
"LOC100263547",1372.8143151835,1766.8385924039,670.243312679135,742.33822153121
"LOC100241281",0.889704676074851,6.63289945529386,1.14767690527249,0
"LOC100246409",248.227604624883,382.220831111309,74.5989988427119,64.6515402888768
"LOC100258306",36.4778917190689,30.6771599807341,82.6327371796194,91.2048514789512
"LOC100263447",3283.89995939227,2878.67836359753,2957.56338488721,3180.62488385456
"LOC100251552",4354.21468471032,3837.1323348875,7084.60953624709,6794.18418928643
"LOC100256678",884.366448018402,1087.79551066819,819.441310364558,787.363401375249
"LOC100261778",1972.47526685794,1879.5978831439,3128.56724377281,3588.16048603266
"LOC109122932",8.00734208467366,10.7784616148525,5.73838452636245,5.772458954364
"LOC100266964",2208.24700601778,1775.95882915493,2846.23872507578,3008.60560701452
"LOC100244642",2429.78347036042,3644.77825068398,2025.64973780595,1694.79394900127
"LOC100261673",1454.66714538238,1713.77539676155,1568.8743295075,2046.91394521747
"LOC100249789",788.278343002318,961.770421017609,483.171977119719,408.690093968971
"LOC100249688",938.638433258968,839.890893526585,541.703499288616,404.07212680548
"LOC100254997",2.66911402822455,9.94934918294079,6.88606143163495,34.634753726184
"LOC100260094",411.043560346581,432.796689457924,589.90592931006,559.928518573308
"LOC100243005",560.513945927156,671.581069848503,515.306930467348,505.667404402286
"LOC100248126",4989.46382342776,5542.61660732993,4526.4377143947,4596.03181946462
"LOC100254924",3149.55455330497,3047.81729970753,3586.49032897653,3963.37031806632
"LOC100253251",566.74187865968,505.758583466157,549.737237625523,501.049437238795
"LOC100260023",346.095118993117,363.151245177339,235.273765580861,225.125899220196
"LOC100258384",289.154019724327,378.07526895175,252.488919159948,221.662423847578
"LOC100263529",7.11763740859881,1.65822486382346,2.29535381054498,1.1544917908728
"LOC100265228",1367.47608712705,1530.54154930906,785.011003206384,616.498616326075
"LOC100242937",982.233962386636,935.238823196434,977.820723292162,1146.41034833669
"LOC100246385",3108.62813820553,2348.04640717403,3835.53621742066,4109.99077550717
"LOC100251529",233.992329807686,276.923552258519,324.792564192115,699.622025268917
"LOC100256658",24.022026254021,38.9682842998514,0,0
"LOC100266944",911.947292976722,1276.83314514407,633.517651710415,517.212322311014
"LOC100254904",694.859352014459,820.821307592615,224.944673433408,213.580981311468
"LOC100248061",2886.20196918682,3262.55741957267,3053.9682449301,3107.89190102958
"LOC100265208",652.153527562866,643.391247163504,422.345101140277,426.007470832063
"LOC100242917",322.962797415171,475.081423485423,156.084059117059,204.345046984486
"LOC100253191",217.087940962264,373.10059436028,72.3036450321669,129.303080577754
"LOC100258327",499.124323277991,401.290417045278,634.665328615687,691.540582732807
"LOC100258309",99.6469237203833,105.29727885279,53.9408145478071,40.407212680548
"LOC100263451",68.5072600577635,79.5947934635263,48.2024300214446,51.952130589276
"LOC100241175",192.176210032168,226.347693911903,87.2234448007093,83.1234089428416
"LOC100246295",73.8454881142126,97.8352669655844,53.9408145478071,32.3257701444384
"LOC100251440",113.882198537581,127.683314514407,96.4048600428892,84.2779007337144
"LOC104879853",445.7420427135,509.904145625715,327.08791800266,272.460062645981
"LOC100264327",185.058572623569,242.929942550138,100.995567663979,118.912654459898
"LOC100266863",102.316037748608,150.898462607935,48.2024300214446,26.5533111900744
"LOC100244540",19.5735028736467,30.6771599807341,13.7721228632699,5.772458954364
"LOC100249689",254.455537357407,277.75266469043,237.569119391406,207.808522357104
"LOC100254819",2087.2471700716,2484.84995843946,1862.67961725725,1923.38332359408
"LOC100265301",564.072764631456,537.264855878803,410.868332087552,365.973897706678
"LOC104879818",164.595365073847,144.265563152641,267.40871892849,287.468455927327
"LOC100248131",2211.80582472208,2585.17256270078,2109.43015189084,2175.06253400435
"LOC100253255",64.0587366773893,112.759290739996,19.5105073896323,19.6263604448376
"LOC100246389",155.698318313099,226.347693911903,207.729519854321,106.213244760298
"LOC100251533",157.477727665249,135.974438833524,499.239453793534,412.15356934159
"LOC100263471",11553.704923508,11566.1184251687,13572.4270817525,13949.724309116
"LOC100256663",227.764397075162,380.562606247485,6.88606143163495,12.6994096996008
"LOC100260006",33.8087776908443,26.5315978211754,45.9070762108996,10.3904261178552
"LOC100263455",50.7131665362665,82.9112431911732,35.5779840634472,30.0167865626928
"LOC100241179",10.6764561128982,14.9240237744112,0,0
"LOC100266867",1.7794093521497,6.63289945529386,1.14767690527249,4.6179671634912
