"","AF_A","AF_B","CO_A","CO_B"
"LOC100258024",26,24,21,26
"LOC100853778",3632,4549,4135,3996
"LOC100251089",2499,2207,3675,4563
"LOC100252891",2644,3232,2739,2408
"LOC100245950",749,1386,1039,1425
"LOC100240856",1914,1840,1634,1343
"LOC100257983",801,904,355,385
"LOC100247778",1552,2014,778,809
"LOC100252840",3024,3297,1893,2152
"LOC100247727",8264,8267,5643,4971
"LOC100242642",50775,57557,44959,46272
"LOC100264932",3663,5225,2482,2957
"LOC100854858",428,533,285,175
"LOC100259738",10153,1818,3103,3160
"LOC100254632",2470,408,662,1672
"LOC100264874",3,1,3,5
"LOC100254577",4181,5217,4400,4808
"LOC100244314",985,1334,230,168
"LOC104880143",3,0,0,0
"LOC100249522",0,0,0,0
"LOC100244368",952,1115,74,59
"LOC100266647",2,0,0,0
"LOC100267172",7,13,1,0
"LOC100261440",0,0,0,0
"LOC100251201",74,35,49,72
"LOC100263228",5,9,5,5
"LOC100257869",0,0,0,0
"LOC100252720",0,0,0,0
"LOC100247609",992,1010,747,724
"LOC100242479",1,3,4,7
"LOC100266483",1779,2419,768,664
"LOC100264768",3668,3359,3682,3860
"LOC109123023",32,26,32,34
"LOC100261276",20902,21491,26515,27129
"LOC100259589",3965,5181,1852,2063
"LOC100256186",4983,3776,6730,8405
"LOC100251028",374,393,120,126
"LOC100245887",16623,18127,16412,25183
"LOC100254468",940,1105,827,701
"LOC100240792",1594,2440,2568,2245
"LOC100263055",138,603,96,212
"LOC100257921",7,5,1,1
"LOC100252769",3,4,4,1
"LOC100266541",149,194,72,49
"LOC100247661",2750,2573,2729,2670
"LOC100242529",1185,1759,171,127
"LOC100248644",4427,4229,5085,5003
"LOC100260611",384,504,155,146
"LOC100250362",2,12,1,3
"LOC100245238",4082,3342,3450,3665
"LOC100267544",550,1007,130,95
"LOC100252154",809,1201,491,489
"LOC100257270",7998,7722,10066,8636
"LOC100247014",0,0,0,0
"LOC100853958",0,2,0,0
"LOC100247027",6320,6317,8836,9960
"LOC100241884",2,6,0,5
"LOC100264165",0,1,0,0
"LOC100241894",598,649,307,345
"LOC100264180",3594,2983,5078,6332
"LOC100258995",1,0,0,0
"LOC100253851",41,49,52,51
"LOC100248757",1014,1138,496,456
"LOC100259003",4100,6038,2445,2202
"LOC100243621",976,1125,454,356
"LOC100265936",18,35,0,0
"LOC100253862",378,588,46,30
"LOC104880142",0,5,0,0
"LOC100250246",17,14,4,0
"LOC100267430",182,309,25,2
"LOC100262269",17,26,1,0
"LOC100248767",455,524,275,259
"LOC109121410",81,73,44,25
"LOC100246902",24,44,20,22
"LOC100243631",2993,2436,3859,4273
"LOC100241772",120,109,84,82
"LOC100853377",1,0,0,0
"LOC100248638",7,1,4,0
"LOC100265945",0,0,0,0
"LOC100260505",2041,2785,1736,2089
"LOC100265821",822,770,650,624
"LOC100255435",141,123,289,351
"LOC100250257",2346,2141,2047,1640
"LOC100260604",2652,1695,3546,3805
"LOC100245136",6764,6670,8019,7636
"LOC100855029",985,1046,973,1121
"LOC109123001",0,0,0,0
"LOC109122980",0,0,0,0
"LOC100267442",1328,1465,1000,1165
"LOC109123053",93,96,105,65
"LOC100257177",2909,2080,4066,4915
"LOC100262282",4887,4396,4052,4953
"LOC100252049",264,304,82,47
"TIP1%3B2",22481,39694,16032,13246
"LOC100241783",1372,2323,524,463
"LOC100264066",7128,933,356,453
"LOC100267540",1351,2198,16,19
"LOC100262377",12,25,18,13
"LOC100258894",440,602,581,637
"LOC100253747",1048,1342,575,723
"LOC100248651",253,298,10,4
"LOC100257264",5915,5077,6572,9887
"LOC100243512",2,0,0,0
"LOC100265834",5231,1353,4149,5811
"LOC100247006",1689,1941,1647,1883
"LOC100260619",1828,1836,1824,2247
"LOC100241876",605,687,1006,1059
"LOC109123052",35,37,50,39
"LOC109123051",0,0,0,0
"LOC100255547",95,157,10,6
"LOC100854479",711,698,1070,956
"LOC100250368",759,804,548,512
"LOC100265932",592,622,643,800
"METK3",997,1469,149,90
"LOC100255653",328,392,88,88
"LOC100250241",1280,1477,1040,964
"LOC100267549",138,225,155,80
"LOC100245118",340,341,343,543
"LOC104880182",0,1,0,0
"LOC100267423",3,6,1,0
"LOC100262262",3112,4345,1304,948
"LOC100262388",7053,7801,9213,10707
"LOC104880139",41,103,13,5
"LOC100257160",3644,2759,3749,5249
"LOC100252030",3225,3643,2692,2547
"LOC100246895",233,230,95,76
"LOC104880137",53,42,65,86
"LOC100241769",1765,1852,1374,1502
"LOC100264051",17,27,14,13
"LOC100257276",2878,2746,2907,2544
"LOC100854042",302,294,209,299
"LOC100247021",604,1054,72,69
"LOC100252149",6551,5468,8011,9084
"LOC100243497",1056,1279,851,1035
"LOC100241889",252,442,174,201
"LOC100265815",714,518,381,412
"LOC104880136",15,10,0,0
"LOC100260598",47,31,1,1
"LOC100255527",189,355,2,0
"LOC100264171",2834,2415,3260,3640
"LOC100233082",2748,2446,2812,2784
"LOC109123028",7,10,16,26
"LOC104880134",29,39,14,20
"LOC100262373",8,13,8,6
"LOC100258999",1650,1638,1740,1989
"LOC100257259",4631,3533,6028,6461
"LOC100252135",357,469,204,247
"LOC100253858",2682,2589,2944,3617
"LOC100247001",130,219,6,2
"LOC100248764",2900,2973,2025,2134
"LOC100243627",788,1338,416,307
"LOC100265940",1301,1204,1036,1278
"LOC100260731",1458,1782,1019,849
"LOC100250251",875,1084,493,520
"LOC100853352",1812,1880,1723,1946
"LOC100258985",275,259,343,409
"LOC100255428",293,239,417,529
"LOC109123041",20,18,31,21
"LOC100855284",352,571,327,313
"LOC100853327",235,215,229,292
"LOC100855251",171,164,116,97
"LOC100853254",967,998,1490,1724
"LOC100853213",1056,1409,421,433
"LOC100853169",2793,3418,1811,1981
"LOC100853129",402,399,35,23
"LOC100853096",88,132,17,23
"LOC100853054",99,111,18,15
"LOC100853017",2341,638,698,1099
"LOC100855185",0,0,0,0
"LOC100852984",1489,1823,1208,1372
"LOC109122970",14,5,0,0
"LOC104880181",72,100,10,8
"LOC104880180",22,22,19,31
"LOC104880132",358,560,82,35
"LOC100852950",437,469,315,269
"LOC104880131",7,7,0,0
"LOC104880130",7,7,1,0
"LOC104880129",52,21,3,2
"LOC104880179",1,3,0,0
"LOC100252133",1176,1291,731,683
"LOC100246998",4863,4018,5198,5843
"LOC100233005",1112,1540,582,456
"LOC100855149",762,488,1396,1838
"LOC104880178",2,4,10,16
"LOC100241869",4384,5267,3201,2638
"LOC100252113",794,1151,347,281
"LOC100241844",68,81,18,35
"LOC100264128",451,484,364,339
"LOC100264151",23869,28694,10973,14040
"LOC100258980",2325,2427,2120,2375
"LOC104880127",342,528,89,79
"LOC100248710",0,0,0,0
"LOC100852723",951,1286,56,45
"LOC100260688",948,980,792,689
"LOC100248739",15090,13348,16664,21966
"LOC100255617",730,716,584,563
"LOC100250432",728,724,4,3
"LOC100245305",130,185,122,147
"LOC100267609",802,590,845,985
"LOC100262456",942,859,982,1003
"LOC100257338",1363,1504,1523,1210
"LOC100252210",1736,1970,1218,1294
"LOC100243602",1874,1979,2196,1984
"LOC100241733",2230,2717,809,902
"LOC100258844",0,0,0,0
"LOC100253695",37,69,77,85
"LOC100243460",201,253,88,78
"LOC100265924",424,484,287,205
"LOC100260718",787,856,34,15
"LOC100255644",275,319,529,497
"LOC100265779",6,11,0,3
"LOC100260564",46,110,45,73
"LOC100233076",226,312,115,130
"G1",201,416,6,4
"LOC100250315",51,73,21,15
"LOC104880125",260,284,65,96
"LOC104880126",18,29,2,0
"LOC100854503",3,8,2,4
"LOC109123029",322,369,132,91
"LOC100262254",381,537,390,351
"LOC100257150",13231,14463,16635,20502
"LOC100262335",72,117,57,40
"LOC100252023",5006,7065,4332,4211
"LOC100854426",173,220,95,82
"LOC100246888",3459,3662,3838,4142
"LOC100241760",374,409,173,130
"LOC100855083",208,144,135,240
"LOC100264042",4446,5169,4102,4942
"LOC104880124",1137,1097,1133,1128
"LOC100252106",56,58,30,22
"LOC100246967",285,369,276,321
"LOC100253723",6471,7977,2702,2211
"LOC100248625",2159,2608,2519,3093
"LOC100241837",173,209,133,105
"LOC100243489",1865,2224,1692,1466
"LOC100265807",22,16,9,18
"LOC100264119",133,191,25,16
"LOC100253804",2516,2514,3049,3493
"LOC100854768",96,124,65,97
"LOC100260592",1889,2291,1386,1622
"LOC100248703",1663,1732,1653,1380
"LOC100255522",437,529,564,695
"LOC100250344",2517,3607,1170,1194
"LOC100245220",11898,9939,16462,19282
"LOC100243567",332,372,306,377
"LOC100267524",7,38,3,4
"LOC100262363",1251,676,171,367
"LOC100257252",10,30,0,4
"LOC100252129",29902,29342,26187,27013
"LOC100265891",79,145,185,139
"LOC104880123",65,89,21,19
"LOC100246993",2339,2385,1765,1991
"LOC100241865",1207,1297,1978,2271
"LOC100264148",246,500,26,25
"LOC100258978",2342,2991,1364,1060
"LOC100253833",354,454,97,86
"LOC100250423",893,964,619,545
"LOC100245297",416,424,297,343
"LOC100248736",1025,1056,1211,1576
"LOC100243597",1645,1683,1198,1425
"LOC100267601",22,46,4,3
"LOC100262448",76,107,9,8
"LOC100264008",8,1,0,0
"LOC100258837",13,1,0,1
"LOC104880121",0,0,0,1
"LOC104880120",1,0,1,0
"LOC104880119",158,140,113,128
"LOC100265920",0,0,0,0
"LOC100260713",2857,2819,3334,3238
"LOC100265773",1404,1686,1323,1399
"LOC100255639",3799,3960,2331,2035
"LOC104880118",7,5,0,0
"LOC100260560",1102,1112,1158,1657
"LOC100255487",397,278,310,317
"LOC100250457",4000,2994,3574,4618
"LOC100250307",209,235,283,305
"LOC100245188",854,1066,831,803
"LOC100233085",1190,1341,481,625
"LOC100267489",3,0,0,0
"LOC100262328",277,382,253,207
"LOC100257222",1547,1752,1542,1581
"LOC100267633",741,913,612,702
"LOC100262250",1838,2473,1475,1737
"LOC100252100",509,1179,69,45
"LOC100257143",1647,1829,1897,1829
"LOC100853499",2306,1933,2542,2498
"LOC100253797",1,3,0,0
"LOC100267595",13,7,0,4
"LOC109122967",7,0,0,0
"LOC100252017",1584,1675,974,865
"LOC100241755",20266,22943,17454,21694
"LOC100264035",21,21,3,0
"LOC100262442",141,152,61,123
"LOC100246882",3,6,0,4
"LOC100258868",223,260,155,176
"LOC100253717",439,589,371,337
"LOC100253684",28,21,11,13
"LOC100853284",0,0,0,0
"LOC109123030",0,0,0,0
"LOC104880176",0,0,0,0
"LOC100248581",0,0,0,0
"LOC100248622",852,1285,22,22
"LOC100243484",12633,17296,8955,10150
"LOC100265801",7505,6991,6054,6699
"LOC100243447",644,730,458,427
"LOC100260585",1247,1187,1166,1638
"LOC100255516",463,540,242,174
"LOC100250337",4413,4203,3888,4926
"LOC109122971",151,165,119,167
"LOC100245213",2355,1705,1578,1425
"LOC100245182",7,8,0,1
"LOC100267482",182,230,97,113
"LOC100267519",397,524,89,83
"LOC100262356",4618,3872,6089,7561
"LOC100262322",3129,2802,2782,2249
"LOC100257217",105,115,320,346
"LOC100252096",1141,1067,1199,1204
"LOC100257245",1475,1444,1966,2128
"LOC100246957",81,154,33,32
"LOC100252123",12307,12290,12408,13176
"LOC100241826",170,183,2,4
"LOC100264108",773,884,169,129
"LOC100246987",10845,12044,9627,11585
"LOC100241860",6854,8405,6042,7006
"LOC100243591",25001,27771,25487,29936
"MYBCS1",2854,2805,4094,3382
"LOC100264144",4582,3976,6680,7511
"LOC100265914",37,45,5,15
"LOC100258974",18,12,2,1
"LOC100248729",730,792,436,407
"LOC100260705",948,1036,701,946
"LOC100258939",13227,11150,12139,13353
"LOC100253792",1375,1379,1328,1680
"LOC100855285",12264,10420,16998,22177
"LOC109122978",42,38,6,16
"LOC100248693",230,464,32,19
"LOC100255634",2875,3489,2761,3626
"LOC100243555",2013,2216,1601,2388
"LOC100265880",1122,1357,642,643
"LOC100260668",1162,824,1449,1539
"LOC100255598",144,209,24,16
"GDHB",2334,2568,1256,963
"LOC100245323",5004,5903,3140,3675
"LOC100267624",5179,5741,3562,3495
"LOC100262243",608,694,493,486
"LOC100250413",301,503,321,189
"LOC100245287",7863,6869,8444,7081
"LOC100257135",10582,11879,9268,9435
"LOC100252010",100,135,25,22
"LOC100267590",131,122,289,261
"LOC100262437",302,712,9,3
"LOC100854793",326,437,195,206
"LOC100246875",135,200,36,42
"LOC109123025",425,433,308,409
"LOC100241750",1758,1416,3182,4275
"LOC100264031",434,552,746,772
"LOC100258862",4407,4032,2360,2337
"LOC100252192",978,1722,453,435
"LOC100253711",4760,5606,4025,3858
"LOC100248614",145,147,174,196
"LOC100243478",1106,993,1589,1877
"LOC100265797",186,171,139,213
"LOC100247068",1521,1698,1895,2058
"MIR169G",0,0,0,0
"LOC100260578",5765,5078,5628,7669
"LOC100241935",280,460,57,35
"LOC100263995",948,1394,536,572
"LOC100255512",4159,4025,4222,4177
"LOC100250331",141,251,151,296
"LOC100232979",14161,14150,11750,12539
"LOC100232865",91,149,8,31
"LOC100267511",433,837,67,29
"LOC104880114",2,4,4,3
"LOC100253679",19,15,0,0
"LOC100248575",0,4,0,0
"LOC100243444",1449,618,478,849
"LOC100265763",0,0,0,0
"LOC100255477",27,1,0,3
"LOC100262351",12,5,5,19
"LOC100257239",1,0,0,0
"LOC100250296",158,6,35,39
"LOC100245175",367,973,31,16
"LOC100252119",25,11,5,6
"LOC100267478",1109,954,1366,1327
"LOC100262317",857,1545,76,49
"LOC100853500",1119,1095,740,625
"LOC104880112",201,256,174,155
"LOC100246981",526,637,337,325
"LOC100241856",1433,1564,904,684
"LOC100257213",313,280,88,128
"LOC104880111",82,75,13,18
"LOC100258968",1607,2073,1649,2099
"LOC100253823",3455,4084,2363,1494
"LOC104880175",4,3,10,2
"LOC100248724",1043,1516,236,131
"LOC100243583",5102,5638,2630,3346
"LOC100265910",1235,1728,2803,3563
"LOC100246952",763,920,503,620
"LOC100260662",1541,1151,1354,1869
"LOC100245318",378,487,362,344
"LOC109122963",118,114,122,116
"LOC100255592",184,149,417,486
"LOC100267619",1464,1546,981,871
"LOC100250406",3376,3118,3531,3659
"LOC100262467",2531,2845,1730,1705
"LOC100267584",337,480,225,113
"LOC100257131",2975,3899,2234,1913
"LOC100262429",882,726,858,889
"LOC104880108",49,48,52,51
"LOC100252184",96,96,243,301
"LOC100852566",842,654,1298,1404
"LOC100241927",1209,1278,1073,1258
"LOC109122965",125,175,60,81
"LOC100246870",52,36,31,28
"LOC100258822",7541,8605,12522,12760
"LOC100253673",262,439,147,147
"LOC100243437",7460,4674,9140,9310
"LOC100241746",2558,3032,1095,921
"LOC100265759",95,131,32,51
"LOC104880107",9837,8523,8081,10273
"LOC100264026",1864,1777,2571,2798
"LOC100258857",10769,11513,7010,8394
"AGA",29922,25796,33052,38533
"LOC100243474",181,249,66,89
"LOC100855221",10,0,0,0
"LOC100260544",2,2,2,0
"LOC100255472",384,367,331,432
"LOC100255506",1117,1325,973,1401
"LOC100260573",37842,42970,26231,30984
"LOC100250289",127,274,8,8
"LOC109123050",19,18,0,5
"LOC100245168",913,1217,266,153
"LOC100245204",7359,7882,7801,9554
"LOC100267504",513,546,545,484
"LOC100262346",1839,2610,1880,2256
"LOC100246945",78,130,28,20
"LOC100264097",1,6,0,0
"LOC100258928",937,1335,251,133
"LOC109123011",0,0,0,0
"LOC104880174",0,0,0,0
"LOC100257236",150,182,6,5
"LOC100252116",325,444,50,25
"LOC100246976",2069,1944,1809,1692
"LOC100241851",3116,2779,2844,3085
"LOC100265868",447,491,443,485
"LOC100255586",197,217,83,108
"LOC104880104",0,0,0,0
"LOC104880103",3,9,0,0
"LOC100264133",980,1060,422,379
"CHLH",4035,4377,5568,6007
"LOC100253817",1615,1702,1477,1525
"LOC100252179",1387,1160,1405,1346
"LOC104880173",32,69,96,87
"LOC100248718",1205,1284,703,730
"LOC100241921",1256,1225,2245,2042
"LOC109123003",110,138,37,42
"LOC104880102",389,568,86,110
"LOC109123002",1408,1847,115,124
"LOC100265754",2265,2615,2546,2359
"LOC104880100",22,17,16,16
"LOC100255467",884,1133,99,55
"LOC109123008",6,12,1,4
"LOC100243579",5093,5134,4863,4907
"LOC100250284",133,152,93,80
"LOC100245162",354,364,365,407
"LOC100267468",398,366,174,141
"LOC100265905",4706,3964,5730,4866
"LOC100260694",437,439,263,408
"LOC100262307",958,1111,910,1029
"LOC100255622",214,202,280,244
"LOC100257201",32,51,97,133
"LOC100252077",7,6,8,19
"LOC100246940",261,513,7,8
"LOC100241812",232,263,117,59
"LOC100250439",0,7,0,0
"LOC100245312",1283,1876,166,175
"LOC109123059",53,49,37,19
"LOC100267614",5328,3973,10051,10341
"LOC100258924",100,126,95,97
"LOC100253778",27,33,18,15
"LOC100262460",55,31,26,38
"LOC100248679",7,7,3,8
"LOC100257347",1354,1226,1455,1524
"LOC100252000",3758,3976,3850,3588
"LOC100246864",406,516,140,135
"LOC100241741",1778,2360,872,552
"LOC104880098",29,26,3,5
"LOC100264021",294,320,133,118
"LOC104880097",518,415,459,447
"LOC100255580",1029,1077,611,689
"LOC100233040",198,184,103,106
"LOC100253701",5236,5770,3664,3543
"LOC100250397",4252,4106,4334,4059
"LOC100245270",1817,1716,2087,2029
"LOC104880196",187,182,119,96
"LOC100854959",2,2,0,1
"LOC109123124",1,1,0,0
"LOC100256619",501,596,223,178
"PDS1",1563,1380,2033,1992
"LOC100265284",5974,9761,1511,1147
"LOC100246343",84,63,14,9
"LOC100249831",2812,3646,1198,926
"LOC100233125",10788,14653,10954,11821
"LOC100256558",873,1256,1008,907
"LOC100254979",1371,1433,930,820
"LOC100241217",2438,2434,3049,2687
"LOC100267019",205,578,20,13
"LOC100258348",118,229,41,37
"LOC100854504",173,285,100,115
"LOC100261654",3560,3689,4260,5020
"LOC100248091",1688,1521,1870,1702
"LOC100251413",790,1039,62,35
"LOC100232847",2058,3108,333,237
"LOC100241156",7355,8424,7860,7719
"LOC100263432",2973,4291,2163,2140
"LOC100260045",899,1658,175,102
"LOC100258290",208,265,103,145
"LOC100254952",1236,1428,1293,988
"LOC100855365",3,5,0,5
"LOC100244672",2617,3016,2050,2245
"LOC100253160",599,1161,140,190
"LOC100251584",2866,2358,3120,3115
"LOC100852502",4381,6925,341,128
"LOC100248027",36891,36116,37279,43063
"LOC104880197",29,27,16,42
"LOC100253135",113,144,9,6
"LOC109123220",0,3,0,0
"LOC100248005",3,3,0,0
"LOC100242873",7,21,12,5
"LOC109121400",5,4,0,3
"LOC100259961",6,0,0,0
"LOC100254856",36,29,0,4
"LOC100265188",1390,1233,1501,1207
"LOC100259984",25,59,2,1
"LOC100249754",2847,3309,2267,1815
"LOC100254883",29617,34914,26006,27299
"LOC100249732",3294,3197,3783,3957
"LOC100244609",2141,2004,697,1178
"LOC100261740",2191,2180,2561,3713
"LOC100853427",193,91,96,225
"LOC100256635",362,431,308,310
"LOC100251506",3712,4370,9468,11233
"LOC100246365",3955,2760,4061,5131
"LOC100266901",10,7,15,42
"LOC100241240",3025,2621,2006,2110
"LOC100251482",1568,1712,840,639
"LOC100241213",61,78,49,46
"MIR164B",0,0,0,0
"LOC100263508",1627,2050,1384,1427
"LOC104880289",0,0,0,0
"LOC100258366",2146,2351,2005,1829
"LOC100253210",1624,2119,1057,768
"LOC100242956",82,165,7,4
"LOC100253231",1037,1376,349,421
"LOC109123203",7,5,2,4
"LOC100248111",1220,1206,830,1220
"LOC100265246",2506,2345,3660,3690
"LOC100242984",1754,2020,1527,1550
"LOC109123208",1,2,2,3
"LOC104880199",836,935,880,1059
"LOC100260069",8852,9437,11775,11307
"LOC100260039",6563,8823,990,806
"LOC100853121",6,3,2,0
"LOC100254947",2682,2215,1429,1325
"LOC100254974",2167,2899,998,917
"LOC100249828",2520,2490,2581,2613
"LOC100249804",119,197,57,97
"LOC100244666",135,224,178,167
"LOC100244700",987,1120,1345,1081
"LOC100267015",1251,2018,509,386
"LOC100261826",5549,7713,5768,6316
"LOC100266986",2515,2871,1064,909
"LOC100256554",537,335,332,381
"LOC100261802",3,3,0,0
"LOC100256701",853,1029,290,293
"LOC100251577",250,288,76,59
"LOC100251409",1948,2850,966,661
"LOC100246271",864,1129,789,942
"LOC100246433",69,65,7,8
"LOXO",16344,21247,321,365
"LOC100263428",2542,3403,1105,897
"LOC100242867",397,391,330,299
"LOC100265158",109,137,3,0
"LOC100258288",1450,1627,1208,1345
"LOC104880200",0,2,3,2
"LOC104880201",0,0,0,0
"LOC100253158",4772,4654,4903,4592
"LOC100248023",1354,1722,1423,1367
"LOC100266896",18,9,4,5
"LOC100242895",2396,1771,3571,4942
"LOC100261706",344,372,1065,966
"LOC109123126",0,0,0,0
"LOC100256613",0,0,0,0
"LOC100251477",0,0,0,0
"LOC100246334",0,5,0,0
"LOC104880290",0,0,0,0
"LOC104880291",0,0,0,0
"LOC100261798",0,0,0,0
"LOC100251572",1,0,0,0
"LOC100263568",1,0,0,0
"LOC100265183",2,0,0,3
"LOC100259980",101,64,71,136
"LOC100258424",0,3,2,0
"LOC100254877",99,84,5,0
"LOC100247998",6276,8235,8304,6690
"LOC104880204",277,503,174,153
"LOC100259954",4071,5007,3689,3042
"LOC100249722",305,457,172,176
"LOC100249752",400,490,405,460
"LOC100244605",221,289,187,132
"LOC100244575",0,0,0,0
"LOC100248501",3130,3029,3167,3697
"LOC100267761",1537,1508,1138,893
"LOC100266924",612,850,720,918
"LOC100246327",130,194,120,131
"LOC100261737",28244,30543,22089,23828
"LOC100241207",752,711,461,610
"LOC100263481",6640,6155,8521,11180
"LOC100241236",1927,1922,2313,2124
"LOC104880205",751,703,705,813
"LOC100246362",1730,2182,5598,5589
"LOC100248075",3227,4004,3423,3618
"LOC100251503",1277,2081,963,841
"LOC100256634",1213,1896,239,173
"LOC100265239",4106,4671,3503,3189
"LOC100260034",10,25,16,22
"LOC100254937",381,490,489,564
"LOC100249800",1622,1088,2403,2911
"LOC100263503",3045,3716,2197,2538
"LOC100258363",1936,1530,3335,3331
"LOC100244657",2885,2868,3095,2895
"LOC100253227",16756,22467,13295,14650
"LOC100266977",1349,1868,1086,948
"LOC100248106",2712,2289,2235,2535
"LOC100242981",1500,1734,1081,948
"LOC100265274",720,1080,363,320
"LOC100246422",22,63,4,1
"LOC100241298",187,343,18,17
"LOC100263563",117,104,2,3
"LOC100254971",570,678,481,563
"LOC100260064",526,1056,70,33
"LOC100249823",1561,1833,916,685
"LOC100244694",10185,10300,10112,9958
"LOC100267009",1101,1244,843,1093
"LOC100261822",23992,23058,24044,23055
"LOC100256549",1243,1493,757,749
"LOC104880206",1,11,5,5
"LOC104880293",16,1,5,8
"LOC100251405",2919,3279,3015,2975
"LOC100246267",1921,2008,2011,2615
"LOC100852734",109,150,59,56
"LOC100254842",273,223,226,296
"LOC100241147",9126,8420,12195,13263
"LOC100263424",2027,2296,1833,1973
"LOC100258284",637,604,737,827
"LOC104880208",182,192,16,11
"LOC100244572",1353,1136,987,780
"LOC100266890",2180,1935,2394,2273
"LOC104880294",0,1,0,0
"LOC104880296",0,0,0,0
"LOC104880297",1,0,0,0
"LOC109123200",102,131,39,40
"LOC109123199",2,2,0,0
"LOC104880209",0,1,0,0
"LOC100244649",113,77,117,120
"LOC104880213",55,74,88,75
"LOC104880212",221,149,65,86
"LOC104880211",10,0,0,9
"LOC104880298",4,0,1,2
"LOC100855049",15,31,6,0
"LOC100265139",78,80,62,42
"LOC100253153",7358,6597,9402,10259
"LOC100259945",1149,1290,600,662
"LOC100853480",450,622,635,676
"LOC100248020",3103,3624,3721,3550
"LOC100242891",1079,1263,884,823
"LOC100265181",3082,3843,391,196
"LOC100249711",4590,4126,5439,5341
"LOC100259978",9925,10643,7434,8291
"LOC100244563",3001,3741,1444,1380
"LOC104880214",5,2,0,0
"LOC104880215",0,0,0,0
"LOC109123106",18,8,2,0
"LOC100251463",0,0,0,0
"LOC100254873",7673,7232,6802,5307
"LOC100246317",334,472,207,173
"LOC104880216",5,14,1,2
"LOC100263472",1883,2829,438,233
"LOC104880217",151,150,169,130
"LOC100266920",1797,2318,1272,1102
"LOC104880218",81,113,27,14
"LOC104880219",4,1,0,2
"LOC100249749",41,23,5,5
"LOC100260024",1432,1439,1691,2147
"LOC100254925",1105,1314,1052,1039
"LOC100251499",1016,1194,482,408
"LOC109123222",158,242,106,95
"LOC100253225",494,635,355,275
"CWINV",249,322,218,366
"LOC100261732",6526,6126,3994,5729
"LOC100241231",635,691,356,294
"LOC100266965",4450,3978,5118,6247
"LOC104880220",60,144,138,130
"LOC100853908",296,340,280,280
"LOC100256679",241,242,368,344
"LOC100258362",1136,1202,1963,2868
"LOC100263499",1515,1853,1102,979
"LOC100244602",5456,6430,2558,2221
"LOC100251553",60,74,3,5
"LOC100246410",171,282,148,160
"LOC100241282",308,281,17,18
"LOC100248102",129,209,9,5
"LOC100242977",76,113,127,97
"LOC100265267",2374,2567,2233,2100
"LOC100260060",754,925,722,826
"LOC104880221",14,17,12,14
"LOC100263548",3133,3004,3594,3860
"LOC100254966",3451,4033,1847,1652
"LOC100258409",801,652,927,930
"LOC100249819",886,1166,545,488
"LOC100244689",6953,4195,9745,10064
"LOC100267005",2475,2555,2734,3091
"LOC100253274",1924,1639,2387,1987
"LOC100261817",20913,23883,20633,26928
"LOC109123195",36,49,27,19
"LOC100242844",1362,1499,1106,1201
"LOC109123194",1,1,0,0
"LOC100256723",14194,16781,10934,14428
"LOC100265130",143,100,63,144
"LOC100246263",122,143,104,161
"LOC100251400",4465,4961,3741,3755
"LOC100241142",3302,4970,1487,1740
"LOC104880222",34,15,42,49
"LOC100266878",214,405,122,96
"LOC100261689",1269,1058,1274,1261
"LOC100256592",1601,1207,3188,3488
"LOC100263418",463,507,372,415
"LOC100251455",191,352,93,79
"LOC109121517",1,4,3,3
"LOC109123221",0,1,0,0
"LOC100246311",0,1,0,1
"LOC109121501",2,5,0,3
"LOC100248058",2,0,0,0
"LOC100258281",3332,2923,3231,2814
"LOC100242932",0,0,0,0
"LOC100266960",0,0,0,0
"LOC100261776",0,1,0,0
"LOC100251548",0,0,0,0
"LOC100246405",1,0,0,0
"LOC100241278",367,400,225,258
"LOC100253270",23,14,14,7
"LOC104877387",0,0,0,0
"LOC100253150",2412,2540,3586,3839
"LOC100233007",764,277,137,199
"LOC100248142",26,19,70,46
"LOC109123100",6,2,6,3
"LOC100249701",906,638,796,633
"LOC104880223",8,13,3,4
"LOC100266874",3,7,3,1
"LOC100261686",0,1,0,0
"LOC100251452",3,3,0,0
"LOC104880224",9,9,2,1
"LOC104880299",4,2,0,0
"LOC104880225",0,0,0,0
"LOC100260016",0,0,0,0
"LOC100254916",0,0,0,0
"LOC100244634",11,22,1,5
"LOC100266958",19,35,7,4
"LOC104877427",778,791,191,86
"LOC100261771",414,572,8,10
"LOC100256670",21,32,26,13
"LOC100265175",3623,2211,3677,3674
"LOC104880300",10,10,5,9
"LOC109123130",1,2,5,1
"LOC100258398",1058,1309,803,799
"LOC100259973",2478,3308,655,514
"LOC104880226",270,242,351,318
"LOC100248136",65,58,2,1
"LOC104880227",0,6,0,0
"LOC104880228",477,531,341,378
"LOC100254869",1917,2809,423,338
"LOC100259933",91,82,97,94
"LOC104880230",7,16,1,2
"LOC109123226",26,22,8,5
"LOC104880229",70,66,72,89
"LOC100261682",0,1,1,4
"LOC100256586",162,125,183,133
"LOC100249745",1261,518,786,1054
"LOC104880231",493,885,7,22
"LOC100241183",429,858,225,155
"LOC100263460",18457,11831,23343,28778
"LOC100244595",42,61,14,29
"LOC100266914",11261,15358,10822,10564
"LOC100261728",406,572,146,100
"LOC100256626",1838,1811,3078,2936
"LOC100242926",4141,3300,7965,15158
"LOC100251494",933,774,5083,7260
"LOC104880232",186,367,264,235
"LOC100260012",823,797,897,729
"LOC100254912",2086,2106,2508,2461
