"","AF_A","AF_B","CO_A","CO_B"
"LOC100260890",3673,4778,2282,1764
"LOC100243779",8195,7446,8272,13597
"LOC104882515",168,219,153,120
"LOC100254027",315,666,27,24
"LOC104882516",0,0,0,0
"LOC104882517",128,158,793,523
"LOC100262573",849,837,762,709
"LOC104882518",81,114,48,43
"LOC100267736",135,181,78,47
"LOC100245416",525,998,185,193
"LOC109124390",1440,1685,617,640
"LOC100250545",470,546,264,273
"LOC104882519",14,132,2,27
"LOC100255725",1142,1410,590,571
"LOC100260799",186,166,324,289
"LOC100262564",54,60,7,13
"LOC100267722",232,357,124,201
"LOC104882520",17,26,4,14
"LOC100250536",892,867,733,715
"LOC100255717",1,3,0,3
"LOC100266003",1368,1279,1773,1421
"LOC100243694",2284,2176,1536,1196
"LOC100854033",1004,651,1050,1442
"LOC100248829",4201,2314,2993,3947
"LOC100854064",0,0,0,0
"LOC100243681",2535,2805,104,104
"LOC104882600",1794,1405,2092,2621
"LOC100253909",4,8,13,6
"LOC100264218",350,302,242,296
"LOC104882601",0,0,0,0
"LOC104882522",4829,4947,5970,8435
"LOC100247296",1813,1583,1694,1820
"LOC104882524",0,0,0,0
"LOC104882525",0,0,0,0
"LOC100252417",0,0,0,0
"LOC100262679",718,691,504,710
"LOC100267832",166,95,114,55
"LOC100245525",1075,850,1175,1128
"LOC100253922",1790,1829,1600,1915
"LOC100250646",1505,1388,1523,1622
"LOC100259057",79,137,49,31
"LOC100264229",2217,2051,1706,1799
"LOC100255829",1698,1773,2367,2839
"LOC100241952",467,745,109,76
"LOC109121655",1,2,0,0
"LOC100247086",1354,1392,1455,1505
"LOC100260898",542,660,388,425
"LOC104882602",10,1,3,1
"LOC100252212",6439,7451,1558,1884
"LOC100257558",3392,5463,1926,2339
"LOC100262693",1009,928,347,270
"LOC100248932",206,276,86,55
"LOC100267843",3838,3251,4828,5164
"LOC100854438",1986,1786,2155,2142
"LOC100259158",2653,2443,2574,2783
"LOC100264335",0,0,0,0
"LOC100245536",2450,2736,2062,1828
"LOC100250659",14158,19687,615,911
"LOC100255841",649,850,398,481
"LOC100242050",1722,1937,2031,1574
"LOC104882526",6,5,6,6
"LOC100260909",13686,11484,16605,23728
"LOC100247188",122,121,148,127
"LOC100252311",2788,2649,4347,4963
"LOC100266111",2190,2491,1865,1738
"LOC100243793",4879,5999,2886,3069
"ACBP",800,903,649,634
"LOC100254044",6,5,23,2
"LOC100257444",679,1099,133,79
"LOC100259168",1674,1970,873,595
"LOC100262567",2527,2821,199,159
"LOC100854185",2779,2887,904,946
"LOC100242059",5747,8693,1045,1203
"LOC100247199",9984,7874,7129,9083
"LOC100267728",88,190,39,29
"LOC100252320",2538,2928,896,433
"LOC100257455",9272,4478,5700,5846
"LOC100245410",1365,1202,1393,1480
"LOC100854713",21,19,48,34
"LOC100262579",3089,2857,4062,3758
"LOC100260792",0,0,0,0
"LOC100854747",0,0,0,0
"LOC100267741",4481,3180,3746,4796
"LOC100243685",5,2,0,0
"LOC100248821",2174,2227,1246,1184
"LOC100253913",147,101,156,144
"LOC100259050",101,168,47,59
"LOC100245420",1620,1169,1342,1344
"LOC100250548",487,977,133,111
"LOC100854834",19,36,25,17
"LOC104882527",20,5,3,8
"LOC100247079",169,190,160,113
"LOC100255729",2496,2364,1804,1814
"LOC104882529",2,5,3,0
"LOC100260801",1,5,10,13
"LOC100262685",5712,8308,3822,3344
"LOC109121646",159,251,9,1
"LOC104882530",93,107,54,92
"LOC100266007",4723,5764,4385,5459
"LOC104882531",28,13,0,1
"LOC100266105",1623,1238,1069,1137
"LOC100254036",19,12,7,4
"LOC100247193",39,38,8,6
"LOC100252314",86,87,74,74
"LOC100257449",8,4,2,1
"LOC100245415",101,103,77,65
"LOC100243693",33,36,25,40
"LOC100260797",1,8,4,7
"LOC100243698",15333,15155,11262,12623
"LOC104882532",39,52,2,0
"LOC100248828",33,14,3,0
"LOC100253920",3,6,0,0
"LOC100259056",379,403,161,184
"LOC100264228",30,21,25,41
"LOC100248834",6357,4604,3545,4178
"LOC100253927",1710,3140,190,78
"LOC100247085",478,571,377,327
"LOC100259063",2320,2005,3206,4013
"LOC100264234",2980,3106,1607,1545
"LOC100252428",1,0,0,0
"LOC100267842",63,92,7,0
"LOC100241957",15095,21498,23233,22329
"LOC109121588",0,0,0,0
"LOC100247092",490,792,452,375
"LOC100252217",909,1330,147,79
"LOC100852519",29,11,1,1
"LOC100250658",1258,1758,297,190
"LOC100257564",957,736,828,1006
"LOC100255840",1613,1593,1571,1613
"LOC100262698",5058,5693,3881,3946
"LOC100243791",1,7,3,0
"LOC100267848",763,701,1112,1239
"LOC100248940",1000,1088,951,879
"LOC100245542",5277,3638,9318,12703
"LOC100250666",856,1202,694,585
"LOC100255846",24543,21543,21846,29598
"LOC100260914",258,485,355,266
"LOC109121673",703,697,872,1217
"LOC100259166",5,13,1,7
"LOC100852809",35,39,37,40
"LOC100252318",24,25,25,19
"LOC100262577",1022,1206,1228,1189
"LOC100267740",5931,6138,6301,6232
"LOC100245419",981,1095,330,258
"LOC100266006",273,424,54,53
"LOC100243696",1466,1835,320,219
"LOC100248833",0,0,0,0
"LOC100243797",6,1,5,0
"LOC100248944",5,2,2,2
"LOC100259061",6,3,0,0
"LOC109121565",2,11,1,0
"LOC100254049",2688,3749,1151,766
"LOC100241956",2279,1941,3345,3864
"LOC100259171",571,951,294,186
"LOC100264347",2171,2526,1962,1491
"LOC100247090",0,4,8,3
"LOC100252216",20,32,6,3
"LOC100257562",1170,1727,277,214
"LOC100262697",890,779,988,930
"LOC100242063",4077,4203,4125,3736
"GRIP55",7029,4717,9650,10818
"LOC100252324",1290,1619,1055,1206
"LOC100257460",1616,1413,2380,2604
"LOC100267847",2041,1044,4129,5462
"LOC100262583",99,141,99,118
"LOC100245540",48,58,22,5
"LOC100267745",92,161,69,67
"LOC100245425",2236,2231,1420,1748
"LOC100250665",239,237,60,52
"LOC100250552",1109,2239,732,635
"LOC100255844",19,31,11,8
"LOC100260913",2925,2278,3600,4432
"LOC100266116",21,22,40,15
"LOC100255735",1980,2122,1926,1917
"LOC100853407",5,2,0,1
"LOC100853574",15,21,32,2
"LOC100267744",0,0,0,0
"LOC100260805",0,0,0,0
"LOC100266011",2111,1701,2920,2656
"LOC109121712",7,16,16,8
"LOC109121711",14,22,27,21
"LOC100243702",2678,1740,6543,7366
"LOC100260807",2330,2526,2999,2466
"LOC100248836",83,134,14,9
"LOC100266013",3059,1803,4023,5020
"LOC100243704",1968,1991,3239,4234
"LOC100253929",167,330,46,31
"LOC100248838",1177,1401,1155,1291
"LOC100259068",788,791,622,641
"LOC100253931",2363,2494,1675,1934
"LOC100259070",431,300,729,1093
"LOC100264240",736,564,500,303
"LOC100247098",6322,8026,8158,8360
"LOC100853839",114,47,32,26
"LOC100241962",7710,4556,8417,10410
"LOC100266120",295,158,251,445
"LOC109121707",0,0,0,0
"LOC109121419",11,2,2,2
"LOC100254055",0,0,0,0
"LOC109121593",0,0,1,0
"LOC109121594",0,0,0,0
"LOC100257463",38,15,1,5
"LOC100267749",0,0,0,0
"LOC100250556",0,0,0,0
"LOC100255738",0,0,0,0
"LOC100260810",0,0,0,0
"LOC100248840",0,0,0,0
"LOC100264244",0,0,0,0
"LOC100252227",0,0,0,0
"LOC100257358",511,588,730,541
"LOC100262471",744,840,822,774
"LOC100252224",175,291,16,9
"LOC100267859",2980,4103,2597,2494
"LOC100257353",2081,2244,1451,1363
"LOC100250675",791,541,755,1020
"LOC100255855",4,20,1,0
"LOC100260923",14,9,12,12
"LOC100266128",1425,810,723,558
"LOC100243808",2475,1967,3172,3478
"LOC100262703",3608,3424,3483,3263
"LOC100267853",1252,1416,899,873
"LOC100245545",768,1248,1020,1007
"LOC100250670",1169,1285,268,428
"LOC104882538",394,1350,21,61
"LOC104882605",33,87,0,5
"LOC104882539",263,708,2,2
"LOC100255850",923,1012,773,725
"LOC100242069",624,781,740,586
"LOC104882606",0,0,0,0
"LOC100247210",1497,1601,798,629
"LOC104882607",68,96,29,34
"LOC100257467",124,112,85,47
"LOC100260919",5844,5468,7444,9277
"LOC100262591",11921,11551,12127,11655
"LOC100266122",4908,4030,10773,11252
"LOC100267755",11,8,0,0
"LOC100243802",5212,6251,2406,2194
"LOC100248950",4050,6901,2354,1318
"LOC100254056",2534,3553,506,493
"LOC100255742",284,480,50,44
"LOC100260816",3,0,0,8
"LOC100259174",1463,1736,784,594
"LOC104882540",227,307,84,90
"LOC100253936",625,614,252,275
"LOC100264352",712,1077,395,334
"LOC100242067",3841,4033,2846,3474
"LOC100259077",390,475,552,445
"LOC100247206",1,4,0,0
"LOC100241969",0,0,0,0
"LOC100247108",0,0,0,0
"LOC100855129",97,62,28,32
"LOC100252231",0,0,0,0
"LOC100854973",0,0,0,0
"LOC100257363",386,332,314,202
"LOC100262475",110,82,268,387
"LOC100252330",10,2,11,2
"LOC109121583",246,180,752,670
"LOC100245555",27,17,11,14
"LOC104882609",0,0,0,0
"LOC109121471",100,157,134,129
"LOC100260929",463,588,649,706
"LOC100266133",1181,628,392,324
"LOC100248962",1527,1562,1485,2067
"LOC100259186",2394,2011,2893,3075
"LOC100247217",717,763,506,330
"LOC100262588",90,207,47,60
"LOC100257464",937,2077,234,334
"LOC100855306",73,122,14,19
"LOC100267750",4648,9208,2712,4140
"LOC100245429",771,892,659,856
"LOC104882611",23,45,133,170
"LOC104882543",251,366,265,391
"LOC100257472",14,38,2,7
"LOC100852411",0,0,0,0
"LOC100245440",3502,4297,42,10
"LOC100250557",895,977,806,829
"LOC100255739",2272,2571,1822,1853
"LOC100260811",670,917,69,68
"LOC100852474",0,2,0,0
"LOC100266014",1267,1407,858,845
"LOC100243709",1788,1743,1761,1009
"LOC100248841",970,1303,955,899
"LOC100255747",4804,6887,1898,1977
"LOC100260820",531,557,478,375
"LOC100266023",38,75,23,11
"LOC100243714",449,533,228,139
"LOC100253933",1516,1513,1413,1435
"LOC100248852",190,200,18,5
"LOC100253943",2342,2429,85,109
"LOC100259083",361,411,351,243
"LOC100852929",456,402,243,184
"LOC100259073",5442,5530,4011,4082
"LOC100264245",1193,1412,179,203
"LOC109121392",4,0,0,0
"LOC104882546",42,70,27,31
"LOC109121595",0,0,0,0
"LOC100232856",547,888,26,25
"LOC100257368",5078,5189,3906,4160
"LOC100262482",1292,1773,749,786
"LOC100247103",3666,4803,2408,2280
"LOC100252228",10222,10787,14026,14476
"LOC100267641",764,837,548,528
"LOC100257359",1457,1598,1387,1232
"LOC100245559",0,0,3,0
"LOC100262472",1152,1818,938,692
"LOC100250686",564,812,345,276
"LOC100255865",95,165,12,25
"LOC100260934",58,82,55,32
"LOC100243820",227,207,220,206
"LOC100267860",2213,2216,1404,1410
"LOC100245551",2272,3299,576,401
"LOC100264365",808,706,398,422
"LOC100250676",881,962,882,797
"LOC100255856",1692,1724,912,935
"LOC100252344",2875,3235,1686,1625
"LOC100257474",19,24,23,12
"LOC100260924",70,43,38,21
"LOC100262602",1364,1376,818,836
"LOC100266129",46,105,14,14
"LOC109121695",1,1,2,0
"LOC100250571",1100,395,585,611
"LOC109121596",19,16,11,7
"LOC100260826",2136,2550,2319,1775
"LOC100243809",2209,2015,2836,3040
"LOC100248954",9825,8258,9604,11825
"LOC100254062",3125,3617,2584,2977
"LOC104882550",18,16,4,0
"LOC100259179",1761,1347,2376,2183
"LOC100248858",1945,1711,1777,1815
"LOC100253949",149,331,79,95
"LOC100259086",923,1417,459,520
"LOC104882551",260,514,183,166
"LOC100252240",463,412,349,704
"LOC100257372",12,12,0,0
"LOC104882553",408,510,90,135
"LOC100264357",3059,2609,4763,5670
"LOC100262487",4039,4299,4687,4403
"LOC100242070",1236,2076,1058,1097
"LOC100252335",3048,3460,2346,2426
"LOC100247211",471,475,720,713
"LOC100257468",229,388,20,25
"LOC100267647",36,66,62,76
"LOC104882555",107,117,19,10
"LOC100262592",2287,2742,1842,1693
"LOC100267756",3343,2847,4933,5719
"LOC104882556",2246,2694,1742,2462
"LOC100255870",1933,1893,2026,1687
"LOC109121680",782,981,373,370
"LOC100245434",1659,2006,853,826
"LOC100250559",125,162,30,22
"LOC100243825",158,288,29,12
"LOC100254078",1040,1111,584,471
"LOC100259194",3207,3232,1760,1758
"LOC100255743",9,13,0,9
"LOC100242088",1111,1500,888,944
"LOC100260817",5321,3180,4009,5757
"LOC100266019",4743,4457,3385,3563
"LOC100243712",2187,2917,1837,1503
"LOC104882560",5,5,0,0
"LOC100247227",546,930,235,269
"LOC100252348",102,158,18,37
"LOC100248845",1,3,21,21
"LOC100262606",68,93,69,65
"LOC100267767",1766,1873,1373,1673
"LOC100245450",73,110,45,40
"LOC100250577",206,214,149,111
"LOC100253937",1272,1823,311,210
"LOC100255758",0,4,0,0
"LOC100259078",15423,5737,21380,30896
"IFRL4",216,215,195,133
"LOC100854643",3,1,0,6
"LOC100241970",1228,1838,556,383
"LOC100247109",6862,8372,4116,4276
"LOC100252232",10059,11527,7162,7461
"LOC100257364",5843,7471,5152,6104
"LOC100266034",1563,1678,839,785
"LOC100243725",2254,2821,1342,1083
"LOC100248860",0,0,0,0
"DFR",11545,19210,1638,1484
"LOC100267635",0,0,0,0
"LOC109121597",5,5,1,0
"LOC100259090",0,0,0,0
"LOC100245556",8125,5267,7144,5205
"LOC100241983",1888,1862,1316,993
"LOC100250681",1264,1364,1464,1762
"LOC100257377",67,39,177,174
"LOC104882563",229,315,40,40
"LOC100267651",58,59,31,17
"LOC100255862",682,802,310,244
"LOC100260930",110,168,31,16
"LOC100266134",126,216,11,10
"LOC100243814",1247,1187,1132,964
"LOC100255872",617,720,801,830
"LOC100248963",2115,1876,1025,947
"LOC100855103",2043,1487,1872,1983
"LOC100260944",492,626,298,238
"LOC100266147",202,236,113,94
"LOC100243831",1075,1107,1385,1006
"LOC100254067",2799,2946,2793,2800
"LOC100254083",4119,4139,3454,2765
"LOC100855209",3283,4085,3870,2544
"LOC100264361",2155,2156,2246,2879
"LOC100242078",2455,2594,2640,2866
"LOC100247218",580,565,385,421
"LOC100259200",93,87,22,23
"LOC100252341",1755,2411,1091,701
"LOC100257473",1552,1529,980,917
"LOC100242093",2,10,1,6
"LOC100247233",2495,1725,5289,5780
"LOC100252354",416,662,21,4
"LOC100257488",1886,1408,1187,1008
"LOC100262613",291,263,406,352
"LOC104882612",0,0,0,0
"LOC100262599",1865,1652,1871,2620
"LOC100852518",0,4,0,0
"LOC100267760",450,373,362,217
"LOC100255764",336,282,223,197
"LOC100232901",1038,1202,117,65
"LOC100266040",223,243,258,398
"LOC100250566",4014,3427,4100,4632
"LOC100255748",1372,1316,1719,2184
"LOC100243729",909,1007,543,666
"LOC100260821",772,697,822,1004
"LOC100259096",1473,1226,1210,959
"LOC104882566",85,167,90,94
"LOC100264271",216,259,7,17
"LOC100241989",1211,985,1237,1064
"LOC100247127",1189,1240,515,400
"LOC100262501",1,3,1,0
"LOC100243715",14,13,3,0
"LOC100266024",5083,6331,2396,1656
"LOC100267659",5061,3838,6371,6752
"LOC100245344",0,0,16,12
"LOC100248853",0,0,0,0
"LOC100250475",10,17,7,7
"LOC100255659",278,394,147,122
"LOC100260953",1786,2106,1553,1500
"LOC100253944",2226,2599,1515,1279
"LOC100266155",8,5,2,0
"AP3",149,217,22,30
"LOC100254089",2333,2725,2654,1996
"LOC100259205",127,217,42,35
"LOC100264386",371,281,521,714
"LOC100264255",755,937,836,736
"LOC100241979",4449,4145,3928,4448
"LOC100247237",2989,3242,2969,2962
"LOC100252359",1947,2050,1507,1488
"LOC109121569",134,152,67,133
"LOC100257491",29,66,43,40
"LOC100262619",389,636,9,2
"LOC100267776",1816,2189,678,699
"LOC100247114",12207,14493,8591,10511
"LOC100255769",1209,1167,1356,1053
"LOC100252237",799,732,1029,1160
"LOC100253967",372,386,29,24
"LOC109121703",131,150,206,450
"LOC100257369",16859,18170,17944,18580
"LOC104882613",12,1,0,0
"LOC100262483",1248,1525,1395,1850
"LOC100233070",4472,3832,7568,8462
"LOC100264275",103,86,29,71
"LOC100245560",4355,4915,2714,2900
"LOC100247133",2,4,3,1
"LOC100250687",15,21,108,109
"LOC100255866",10,16,44,45
"LOC100260935",565,462,869,1109
"LOC100252251",5,2,1,1
"LOC100245351",88,127,84,58
"LOC100250484",18,5,4,6
"LOC100260959",0,0,0,0
"LOC100259212",3274,3884,3009,2655
"LOC100266138",2252,2421,3444,3305
"LOC100243821",1207,1488,1106,1541
"LOC100248967",1821,1258,1351,1398
"LOC100853900",908,1096,776,841
"LOC100259190",1708,1638,1160,1104
"LOC100254074",3544,5431,956,613
"LOC100242103",216,211,108,102
"LOC100264366",3565,2946,4783,4680
"LOC100242084",79,144,112,112
"LOC100262624",2437,1821,1685,1637
"LOC104882570",171,207,105,105
"LOC100247221",106,145,91,72
"LOC100245466",0,4,0,2
"LOC100252345",1007,1334,681,596
"LOC100260845",6157,6233,8656,7021
"LOC100257475",331,459,837,818
"LOC100262603",1661,1841,1009,712
"LOC109121651",5,1,0,0
"LOC100259109",148,179,71,67
"LOC100854357",1041,714,1077,1168
"LOC100242000",1376,1341,934,850
"LOC100267764",806,1060,378,402
"LOC100245445",1091,1543,836,765
"LOC100247139",263,310,239,190
"LOC100252255",1854,2072,1999,1420
"LOC100250572",643,963,79,125
"LOC104882574",6,4,1,0
"LOC104882573",33,20,14,28
"LOC104882572",26,6,2,3
"LOC109121664",0,0,0,0
"LOC100267672",817,1405,38,9
"LOC100245355",14,40,2,1
"LOC100250489",853,821,930,868
"LOC104882576",3,9,0,0
"LOC100260737",20,24,1,0
"LOC104882615",0,0,1,0
"HXK2",856,1141,349,278
"LOC100260827",1188,1238,1381,1656
"LOC100243848",4038,4573,4539,3717
"LOC104882616",0,1,0,1
"LOC100266028",27075,6167,11023,16352
"LOC100243720",213,228,228,212
"LOC100248859",165,187,61,57
"LOC100259217",293,444,310,451
"LOC100253950",24135,31527,9382,13304
"LOC100242110",1566,2556,501,569
"LOC104882578",358,312,425,559
"LOC104882579",38,29,22,33
"LOC100853433",47,61,17,31
"LOC100259087",1103,786,451,433
"LOC100264259",1295,1426,766,689
"LOC100245471",132,130,33,29
"LOC100247119",63958,64247,57764,86240
"LOC100241980",2480,2488,2214,1529
"LOC100250598",147,333,213,377
"LOC100255783",6,5,0,2
"LOC109121663",0,0,0,0
"LOC100243742",220,317,326,284
"LOC100252241",27,23,3,7
"LOC100248885",651,617,747,789
"LOC100257373",1137,1793,398,425
"LOC100242003",26,62,15,1
"LOC100267648",8115,10841,4325,4055
"LOC100262488",2620,2730,2386,2453
"LOC100245337",2021,898,1689,2623
"LOC100250690",4700,3834,5663,7278
"LOC100255871",5092,5329,5879,5840
"LOC100247144",2408,2108,3717,4320
"LOC100252261",372,554,233,209
"LOC104882617",0,0,0,0
"LOC104882618",0,0,0,0
"LOC109121658",0,0,0,0
"LOC109121598",0,0,0,0
"LOC109121599",3,0,0,1
"LOC104882619",0,0,0,0
"LOC100260741",365,332,38,39
"LOC100243853",7,4,3,7
"LOC100260940",5076,3825,4618,5396
"LOC100249003",1136,2268,2577,3343
"LOC100853901",487,524,459,515
"LOC100259227",60,124,4,1
"LOC100266143",4166,5304,3265,3427
"LOC100243826",3625,2866,4711,5176
"LOC100264402",196,368,286,346
"LOC100242117",6405,7857,10584,12031
"LOC100248972",3674,3892,4692,6289
"LOC100252373",58,65,63,78
"LOC100259195",4324,4255,4538,4568
"LOC100257502",1,3,0,0
"LOC100262635",21,17,15,18
"LOC100267792",3,1,0,0
"LOC100245479",2193,3312,572,302
"LOC100264374",2144,2293,911,525
"LOC100242089",2,1,0,1
"LOC100255788",968,1468,282,187
"LOC100260855",642,619,613,628
"LOC100252349",18004,18172,22435,31444
"LOC100257482",89,201,17,21
"LOC100247228",2016,2785,1551,1819
"LOC100266063",240,295,66,53
"LOC100243746",1349,1678,905,1361
"LOC100262607",395,626,115,55
"LOC100248892",19,33,8,5
"LOC100267768",714,827,413,377
"LOC100253985",134,187,103,63
"LOC100259118",5543,3329,3233,4038
"LOC100264292",58,59,25,46
"LOC100242007",73,92,36,24
"LOC100245451",2550,1703,1717,2351
"LOC100247151",51,58,26,18
"LOC100250578",2687,2454,2795,3297
"LOC100255759",8208,8531,19775,19968
"LOC100252265",175,138,227,376
"LOC100257398",3516,3985,4671,4675
"LOC100260831",2835,2645,2999,3105
"LOC104882620",4,2,0,0
"LOC104882581",24,28,5,16
"LOC109121671",27,16,5,4
"LOC104882582",59,61,16,10
"LOC100266035",1867,1768,2638,2941
"LOC100260746",0,0,0,0
"LOC100265956",0,0,0,0
"LOC100243726",212,184,2,7
"LOC100243642",118,119,71,50
"LOC100249009",167,204,2,0
"LOC109121600",0,0,0,0
"LOC100259232",97,96,0,0
"LOC104882583",30,31,25,13
"LOC100242122",0,0,0,0
"LOC100262640",0,0,0,0
"LOC100245483",187,125,57,88
"LOC100255793",3,0,2,3
"LOC100248861",30,50,0,0
"LOC104882585",1,0,0,0
"LOC100248899",0,0,0,0
"LOC100253993",1,2,1,2
"LOC100253954",4146,4394,2249,2714
"LOC100242014",1489,1595,1159,1160
"LOC100259091",3088,2551,3703,3746
"LOC100264263",58,78,49,54
"LOC100241984",9834,10359,14899,13863
"LOC100247121",3669,3348,9304,13273
"LOC100262528",43,58,15,16
"LOC100267687",25,50,1,5
"LOC100252244",149,186,88,108
"LOC100257378",741,817,509,513
"LOC100262493",934,1117,698,904
"LOC100245373",1,0,0,0
"LOC100267652",4436,4760,4991,4485
"ADH1",1654,1922,428,361
"LOC100250503",907,1129,13,3
"ADH3",27008,15158,18101,22409
"LOC100255873",4674,6496,587,648
"LOC100254119",17,35,18,8
"LOC100247264",48,58,62,55
"LOC100259240",237,323,337,178
"LOC100252383",661,484,589,448
"LOC100257512",163,235,107,95
"LOC100262647",600,795,16,14
"LOC100266148",239,243,183,171
"LOC100267803",2627,2333,3112,3157
"LOC100245489",792,874,452,471
"LOC100243832",1360,1341,1349,1362
"LOC104882622",52,45,17,20
"LOC100255798",0,0,0,0
"LOC109121601",0,0,0,0
"LOC100266072",925,930,636,667
"LOC100248978",956,949,586,880
"LOC100254084",352,334,420,529
"LOC100259201",5749,4179,13730,15993
"LOC100264380",852,823,617,753
"LOC100243756",0,0,0,0
"LOC100248905",54,53,24,10
"LOC100253998",139,164,37,33
"LOC100259127",99,91,28,24
"LOC100242094",221,276,41,53
"LOC100260240",5,0,0,0
"LOC109121602",0,0,0,0
"LOC109121603",0,0,0,0
"LOC100255549",1,0,5,4
"LOC100266781",0,0,0,0
"LOC109121604",0,0,0,0
"LOC100854714",10,12,0,0
"LOC100256491",15,6,1,0
"LOC100854780",32,41,8,19
"LOC104882625",523,667,742,799
"LOC100242826",11,12,25,19
"LOC100261505",1024,1101,637,700
"LOC104882629",0,2,10,13
"LOC100256416",11606,12826,14274,18472
"LOC100251262",3666,5197,145,229
"LOC100246114",2956,2909,2680,2814
"LOC100258135",0,0,0,0
"LOC100247883",12,54,4,2
"LOC100242739",841,736,466,349
"LOC100265028",2473,832,736,699
"LOC104882630",0,0,0,0
"LOC109121645",0,0,0,0
"LOC104882631",0,0,0,0
"LOC109121605",0,0,0,0
"LOC100246204",1884,1258,3048,3144
"LOC100253086",2731,2642,2659,2981
"LOC104882627",98,49,80,107
"LOC100246119",1956,1974,2992,3542
"LOC104882628",176,170,192,146
"LOC104882638",2,0,0,0
"LOC104882639",0,0,0,0
"LOC104882632",2,1,0,1
"LOC109121606",0,0,0,0
"LOC109121607",0,0,0,0
"LOC109121608",0,0,0,0
"LOC104882633",1,0,0,0
"LOC109121566",0,0,0,1
"LOC109121609",0,0,0,0
"LOC104882645",0,0,0,0
"LOC109121610",1,0,0,0
"LOC109121611",0,0,0,0
"LOC104882634",45,19,15,17
