"","Row.names","AF_A","AF_B","CO_A","CO_B","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"2380","LOC100259712",403.925922937982,871.397165939231,162.970120548694,78.5054417793504,379.199662801314,-2.40104071617476,0.450970523783566,-5.32416330901283,1.01418762045752e-07,9.02208555094627e-07
"2381","LOC100259719",96.0881050160839,131.828876673965,1.14767690527249,5.772458954364,58.7092793874215,-5.04404011250205,0.792653148117318,-6.3634896606195,1.97220675052872e-10,2.609629505083e-09
"2382","LOC100259725",91.6395816357096,196.499646363081,2.29535381054498,1.1544917908728,72.897268400052,-6.38367027638275,0.996256003855268,-6.40766053271398,1.47769465375061e-10,1.98546035376344e-09
"2383","LOC100259730",107.654265805057,151.727575039847,57.3838452636246,60.0335731253856,94.1998148084785,-1.14414240203109,0.430705278466084,-2.6564392386967,0.0078970680648933,0.0213914358685313
"2384","LOC100259732",344.315709640967,407.923316500572,168.708505075056,160.474358931319,270.355472536979,-1.19254062831796,0.290871971258334,-4.09988154980676,4.13361650817216e-05,0.000214693915450832
"2385","LOC100259735",1845.24749817924,2465.78037250549,1117.83730573541,960.537170006169,1597.35058660658,-1.05266701276588,0.243752319057799,-4.31859281107504,1.57027186593999e-05,8.99568700528377e-05
"2386","LOC100259746",548.058080462108,654.169708778357,232.978411770316,153.547408186082,397.188402299216,-1.63711162365654,0.308816750232723,-5.30123972363163,1.15018939306939e-07,1.01324077272728e-06
"2387","LOC100259754",1793.6446269669,1984.06604956478,284.623872507578,220.507932056705,1070.71062027399,-2.90274306190363,0.242951763665082,-11.9478163817949,6.66535651217417e-33,4.65016268897289e-31
"2388","LOC100259760",53.3822805644911,49.7467459147039,10.3290921474524,8.0814425361096,30.3848902906893,-2.48547540853672,0.719155491937876,-3.45610293796021,0.000548045984205905,0.00211159991191656
"2389","LOC100259775",200.183552116841,329.157635468958,73.4513219374394,35.7892455170568,159.645438760074,-2.27683952938388,0.461585184956661,-4.93265296111628,8.11202083245753e-07,6.0833438770069e-06
"2390","LOC100259778",625.46238728062,610.226749887035,235.273765580861,211.271997729722,420.55872511956,-1.4683699081925,0.254634247143551,-5.76658452138491,8.08941487835238e-09,8.50078219521877e-08
"2391","LOC100259788",350.543642373491,412.068878660131,91.8141524217993,111.985703714662,241.603094292521,-1.90410488489733,0.313769882403456,-6.06847563033142,1.29130005029317e-09,1.5226579759707e-08
"2392","LOC100259789",372.786259275363,645.049472027328,189.366689369961,129.303080577754,334.126375312601,-1.67565066766937,0.369282638573903,-4.53758312099481,5.69026048307355e-06,3.6021065011319e-05
"2393","LOC100259790",1424.41718639584,2269.28072614241,339.712363960657,148.929441022591,1045.58492938037,-2.9181872764359,0.390092671936482,-7.48075389868145,7.38974496565056e-14,1.41184663309982e-12
"2394","LOC100259802",33.8087776908443,40.6265091636749,0,3.4634753726184,19.4746905567844,-4.42881488935309,1.19303456425262,-3.71222680553898,0.000205443761192999,0.000888490306286439
"2395","LOC100259807",17.794093521497,26.5315978211754,1.14767690527249,1.1544917908728,11.6569650097044,-4.26785670076401,1.42654783136356,-2.9917375407487,0.00277394635777981,0.00874803531691531
"2396","LOC100259835",803.40332249559,1502.35172662406,238.716796296678,273.614554436854,704.521599963295,-2.17033162414615,0.336305467646017,-6.45345328262863,1.09329716260898e-10,1.50561117770482e-09
"2397","LOC100259841",93.4189909878594,170.797160973817,12.6244459579974,19.6263604448376,74.1167395911278,-3.03543081625503,0.572906453785906,-5.2983009637894,1.16885194354657e-07,1.02808111895471e-06
"2398","LOC100259843",2025.85754742244,2215.38841806815,502.682484509351,666.141763333605,1352.51755333339,-1.85950587905747,0.239105203672597,-7.77693605365302,7.43021403710475e-15,1.55759301666714e-13
"2399","LOC100259859",230.433511103386,271.948877667048,3.44303071581747,5.772458954364,127.899469610154,-5.76965242344626,0.629695765169576,-9.16260318487691,5.06602099116292e-20,1.58637227164493e-18
"2400","LOC100259874",2797.23150157933,3820.55008624926,329.383271813205,133.921047741245,1770.27147684576,-3.83621997418785,0.380048215452654,-10.094034962429,5.87056376950719e-24,2.37763083616534e-22
"2401","LOC100259881",32.9190730147695,73.7910064401442,16.0674766738149,1.1544917908728,30.9830119799003,-2.63119859228557,0.981072104845197,-2.68196249724249,0.00731916643910701,0.0200345699651049
"2402","LOC100259882",597.8815423223,698.112667669679,218.058612001773,241.288784292415,438.835401571542,-1.49660174485692,0.260843003713695,-5.73755754821627,9.60516472751194e-09,9.98901834776621e-08
"2403","LOC100259959",535.60221499706,722.986040627031,168.708505075056,210.11750593885,409.353566659499,-1.73252199634412,0.296225522026199,-5.84865876678543,4.95552504721129e-09,5.37580675940889e-08
"2404","LOC100259973",2204.68818731348,2742.70392476401,751.728372953482,593.408780508619,1573.1323163849,-1.87895426042537,0.243143381062421,-7.72776232778877,1.09453450021309e-14,2.25891167591836e-13
"2405","LOC100259977",78.2940114945869,99.4934918294079,37.8733378739922,31.1712783535656,61.7080298878881,-1.36498392729447,0.502251322978684,-2.71773087465297,0.00657312789496931,0.0182685508890382
"2406","LOC100259984",22.2426169018713,48.9176334827922,2.29535381054498,1.1544917908728,18.6525239965203,-4.36677249640996,1.19972520651798,-3.63981057719364,0.000272838676481474,0.00114023469202804
"2407","LOC100260026",83.632239551036,74.6201188720559,24.1012150107223,23.089835817456,51.3608523128176,-1.7453518576956,0.539315814286308,-3.2362334117817,0.00121118301214556,0.00424213852026229
"2408","LOC100260039",5839.13178907925,7315.25898675721,1136.20013621977,930.520383443477,3805.27782387493,-2.67014040649969,0.229900086442136,-11.6143514681616,3.48422044470641e-31,2.17908151569484e-29
