"","Row.names","A1_A","A1_B","F1_A","F1_B","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1266","LOC100260491",1211.49698500333,1151.38760867094,2366.81765997897,2427.45400871344,1789.28906559167,1.02076248637519,0.234826250203642,4.3468840706266,1.38085154995065e-05,8.77082721149582e-05
"1267","LOC100260521",77217.0443089132,43856.0460503773,182120.756540674,159013.638936729,115551.871459173,1.49446254840865,0.305332413379961,4.89454274397298,9.85345596302002e-07,7.95393740578294e-06
"1268","LOC100260568",8188.52798224383,4923.448652781,18862.0065656511,18125.9173258087,12524.9751316211,1.49616928079299,0.291753213862172,5.12820154056571,2.92523192825679e-07,2.5956755830972e-06
"1269","LOC100260571",23027.3799879035,16561.5037309346,111779.96905737,113829.01200581,66299.4661955045,2.51065741939132,0.253176358577446,9.91663452898313,3.52439772007092e-23,1.84627043064965e-21
"1270","LOC100260578",2646.42579101138,3650.86234846049,12159.0040743756,10528.5725240801,7246.21618448189,1.84910064210735,0.261236538269396,7.07826192444983,1.45973634284469e-12,2.93054453818999e-11
"1271","LOC100260596",1732.837900681,984.49104416989,4853.86409277804,4152.40700057858,2930.90000955188,1.72873980439778,0.314592225478621,5.49517649957075,3.90319837491263e-08,4.08091156495543e-07
"1272","LOC100260604",913.587890330381,1101.71601209325,3412.11244515861,3659.56328861711,2271.74490904984,1.81105582450201,0.244914857928313,7.39463436322883,1.41797908613245e-13,3.16582322937184e-12
"1273","LOC100260620",106165.864068599,53279.7413530974,245488.275200414,200804.997165333,151434.719446861,1.4849284477654,0.334828782813026,4.43488888646293,9.21197891435763e-06,6.0677199686057e-05
"1274","LOC100260633",11.916363786918,9.93431931553875,120.228772820091,44.7136432223106,46.6982747862145,2.91620430695773,0.767459939646804,3.79981306685507,0.00014480527573958,0.000719035837130694
"1275","LOC100260655",7718.82464297615,6441.41264419532,26685.8194349519,21669.2251420478,15628.8204660428,1.77182111432564,0.244751114207053,7.23927701030496,4.51082867749809e-13,9.6326783096127e-12
"1276","LOC100260662",684.19788743221,667.586258004204,1651.40678038835,1224.16018777526,1056.83777840001,1.08898179757268,0.275731759788726,3.94942460892821,7.8339279404943e-05,0.000415797610688611
"1277","LOC100260689",36.7421216763306,83.4482822505255,213.629637655533,125.19820102247,114.754560651215,1.49524364085669,0.551128973762493,2.71305576741655,0.00666658862863467,0.020129855426841
"1278","LOC100260740",2449.80578852723,3966.77370269462,10617.8898045908,10912.1162192759,6986.64637877214,1.74647325244806,0.287563714411717,6.07334362758841,1.25273985100416e-09,1.68562641088961e-08
"1279","LOC100260747",1341.58395634385,1171.25624730202,8139.78600778663,5594.17358536908,4061.6999492004,2.45035657325364,0.274545144846581,8.92514990430054,4.4509600561476e-19,1.64587339135046e-17
"1280","LOC100260760",125.121819762639,149.014789733081,736.277030245349,626.9846416284,409.349570342367,2.31409945860346,0.312423424639257,7.40693327101018,1.29253455980458e-13,2.89862042419496e-12
"1281","LOC100260777",248.257578894125,499.696261571599,1888.88344736357,2071.73213596706,1177.14235594909,2.40470810180959,0.350707780039541,6.85672870313417,7.04552482811956e-12,1.30144882867266e-10
"1282","LOC100260778",1804.3360834025,2085.21362433158,4467.34349255477,5318.93627042286,3418.95736767793,1.33115799896426,0.243866570954962,5.45855052519724,4.80037268766929e-08,4.93682499924107e-07
"1283","LOC100260782",977.141830527278,946.740630770842,2234.66537249904,2456.26946767893,1653.70432536902,1.28585483689899,0.239347865399066,5.37232631991546,7.77272823872722e-08,7.69091004674061e-07
"1284","LOC100260794",1205.53880310987,2740.87869915714,3899.98291999054,4855.90165394293,3175.57551905012,1.14971080167659,0.370554958928852,3.10267282618483,0.0019178153169445,0.00693488637707272
"1285","LOC100260799",84.4075768240026,109.277512470926,412.354881986261,417.327336741565,255.841827005689,2.09885229055442,0.349154011707898,6.01125068071771,1.84097472579512e-09,2.4169951837232e-08
"1286","LOC100260817",2107.21032965334,2190.51740907629,6855.02730318848,5738.25088019653,4222.75148052866,1.55100821150129,0.235766828786973,6.5785684079532,4.74999328159801e-11,7.80644320691386e-10
"1287","LOC100260823",787.473040252166,618.908093358064,1875.96630648208,1725.94662838119,1252.07351711837,1.35677446930113,0.263559226375202,5.1478921377984,2.63429888505154e-07,2.3562274954067e-06
"1288","LOC100260856",9499.32799880481,6300.34530991467,25603.760479571,19611.4039173054,15253.709426399,1.51691220484213,0.28727307769289,5.28038414537328,1.28913317758661e-07,1.22843216486652e-06
"1289","LOC100260858",307.839397828715,698.382647882374,1646.43864928008,1281.79110570624,983.612950174353,1.54108357848297,0.387530090702404,3.97668107704805,6.988378869054e-05,0.000375175418547879
"1290","LOC100260869",2537.19245629796,1348.08713111861,5635.84792921946,3887.10605079287,3352.05839185722,1.2933904536245,0.345752957824328,3.74079360524706,0.000183440116769478,0.00088874792604403
"1291","LOC100260878",1366.40971423327,1678.89996432605,3823.47370092321,3376.37688154247,2561.29006525625,1.2413789314462,0.248988714394607,4.98568352571522,6.17431387847031e-07,5.17294868718487e-06
"1292","LOC100260885",19.86060631153,28.8095260150624,341.807420248853,289.148226170942,169.906444686597,3.69644950965544,0.438585162415492,8.42812257783044,3.51255015840764e-17,1.09547998428726e-15
"1293","LOC100260907",6356.38705000519,3023.01336771844,14753.3621391133,11306.5899161483,8859.83811824629,1.47426703518392,0.35290152387693,4.17755927769258,2.94653887007054e-05,0.000173159730967978
"1294","LOC100260909",12825.9795559861,8581.26502476237,26361.8972866928,19243.7584063664,16753.2250684519,1.09111398291296,0.291609791430927,3.74169186006709,0.000182785552639992,0.000885789972755016
"1295","LOC100260913",767.612433940636,1658.03789376342,4033.12883369213,3794.69785480009,2563.36925404907,1.69024209930868,0.355151699497409,4.75921163181991,1.94350574801263e-06,1.47363594523265e-05
