"","F1_A","F1_B","AF1_A","AF1_B"
"LOC100266192",406.536746155914,383.574463588095,539.727136029666,518.899809464486
"LOC100260989",315.090827705195,179.862637071101,141.144112921202,292.2539156754
"LOC100244086",1153.01375437863,969.867037466271,876.68385631338,868.809259524829
"LOC100266425",3200.60714577517,2895.68908522204,2446.1666330921,2564.67721919229
"LOC100261218",580.482786687173,524.682167809622,362.800008565061,381.719400065829
"LOC100256132",578.494831938245,509.776424405939,362.800008565061,443.351178201458
"LOC100250979",26.8373891105371,32.7926354881014,20.8734251503186,23.8574625041143
"LOC109121469",1527.74322455169,1618.76373363991,1957.13210099892,2578.59407231969
"LOC100247417",3158.86009604767,3079.52658720079,2736.40663994414,1505.00825963454
"LOC100242282",42.7410271019665,47.6983788917838,107.34904363021,113.322946894543
"LOC100264569",0,0,20.8734251503186,19.8812187534286
"LOC100259396",0,1.98743245382432,19.8794525241129,23.8574625041143
"LOC100245839",3555.45706845894,3570.4224032954,4243.26914127191,2503.04544105666
"LOC100855161",197.801497518403,180.856353298014,421.444393511194,518.899809464486
"LOC100266338",3285.09522260464,2989.09841055178,3477.91021909356,2817.16869736083
"LOC100855130",101.385692195362,82.4784468337095,133.192331911557,122.269495333586
"LOC100261132",212.711158135368,116.264798548723,174.939182212194,171.972542217157
"LOC100855064",79.518189957147,76.5161494722365,77.5298648440404,65.6080218863143
"LOC100268160",4448.04875072791,3838.72578456168,1464.12167840092,1512.96074713592
"LOC100256047",2299.06966713601,1893.02941226767,1109.2734508455,1108.37794550364
"LOC100250903",474.127207619489,371.649868865149,302.167678366517,295.236098488415
"LOC100854962",407.530723530379,269.297097493196,201.776443119746,207.758735973329
