ID,CO_A,CO_B,AF_A,AF_B
LOC100244758,10.31277964,12.6611195,10.72186892,9.148106045
PR10.2,213622.3551,244060.3436,207707.6186,57139.90201
LOC100255029,26.35488131,47.19144542,8.934890765,13.30633607
PR10.4,40.10525416,31.07729333,4.467445383,10.81139805
PR10.9,4.583457619,16.11415209,25.01769414,13.30633607
PR10.8,34.37593214,61.00357579,14.29582522,45.74053023
LOC100263762,40.10525416,31.07729333,53.60934459,105.6190425
LOC100251740,2515.172368,2533.374911,1945.12572,1441.242525
LOC100256873,66.46013547,65.60761924,351.1412071,335.9849857
LOC100243551,1.145864405,3.453032592,65.22470259,43.24559221
LOC104879213,0.0,2.302021728,28.59165045,15.80127408
LOC100855314,46.98044059,39.13436937,67.01168074,100.6291665
LOC109122642,43.54284738,31.07729333,64.33121351,69.02661834
LOC100855355,21.77142369,23.02021728,463.7208307,428.2976921
LOC100241496,156.9834234,89.77884738,244.816007,410.00148
LOC100255113,2440.691182,2227.206022,2215.85291,2139.825169
LOC104879214,12.60450845,4.604043456,52.71585551,54.05699027
LOC109121385,1019.81932,858.6541045,2038.048584,2435.891146
LOC100246622,231.4646097,172.6516296,244.816007,241.1773412
LOC100265416,512.2013889,416.6659327,426.1942895,424.9711081
LOC100256894,1110.342608,928.8657672,522.6911098,360.9343658
LOC100261987,1533.166573,1637.888459,806.8206361,511.4622925
LOC100267158,16260.96177,17892.46388,19555.79542,24939.40037
LOC100244847,273.8615927,363.719433,215.3308674,182.1304749
LOC100249982,45832.28446,42455.03572,15647.6742,20832.7324
LOC100255130,2225.268674,2704.87553,2558.059226,2059.155506
LOC100260219,1124.092981,1142.953788,1069.506425,1227.509502
LOC100265436,174.1713895,104.7419886,55.39632274,48.23546824
LOC104879215,40.10525416,28.7752716,41.9939866,81.5013084
LOC100243135,4.583457619,2.302021728,53.60934459,85.65953842
LOC100258517,4140.008094,4247.230088,3766.056457,3159.42317
LOC100241388,44.68871178,49.49346715,243.0290288,513.1255845
LOC100253381,822.7306425,1055.476962,14342.28666,19097.08719
LOC100248252,496.1592872,420.1189653,738.9154663,1021.261293
LOC100263668,2131.307793,2511.505705,2842.188752,2556.479817
LOC100246514,28.64661012,8.057076047,17.86978153,12.47469006
LOC100241405,920.1291169,1064.685049,584.341856,245.3355712
LOC100246529,113.4405761,80.57076047,148.3191867,184.6254129
LOC100251672,1662.649251,1388.119102,1592.197534,1670.776822
LOC100256778,163.8586099,208.3329664,124.1949816,150.5279267
LOC100256800,23693.03829,25626.10587,20657.46745,22938.46009
LOC104879217,61.87667785,133.5172602,55.39632274,58.21522029
LOC100244742,1349.828269,1474.444917,869.3648714,627.0610871
LOC100249871,11.45864405,0.0,58.07678997,39.9190082
LOC100261891,5658.27843,8451.872774,4647.930176,3678.370276
LOC100267077,2966.642944,3503.67707,2089.87095,2175.585947
LOC100260122,13.75037286,9.208086911,84.88146227,158.8443868
LOC100244762,9009.931814,9310.526878,6007.82055,4628.941659
LOC100258594,5.729322023,6.906065183,14.29582522,30.77090215
LOC109121530,12.60450845,6.906065183,14.29582522,8.316460041
LOC100249888,311.6751181,291.2057486,397.602639,465.7217623
LOC100251746,650.8509818,783.8383983,614.7204846,678.6231394
LOC100255033,42.39698297,23.02021728,420.833355,448.2571962
LOC100244834,1267.326032,919.6576803,2726.928662,3617.660118
LOC100260136,7702.500528,10050.62686,6033.731734,7081.465725
LOC100260209,41.25111857,41.4363911,59.86376813,88.98612244
LOC100248018,8121.8869,7598.973723,6312.500326,5384.076231
LOC100243044,734.4990834,696.3615727,4150.25676,4702.126507
LOC100258504,49.2721694,43.73841283,708.5368377,825.8244821
LOC100248164,1425.455319,1569.978818,1661.889682,2182.239115
LOC100253295,1232.950099,1550.411634,6871.824487,8610.862727
LOC100267066,2154.225081,2250.226239,1736.049276,1511.932435
LOC100251640,2213.81003,2557.54614,1285.730781,935.6017546
LOC100854647,1805.882302,1947.510382,1533.227255,1289.882952
LOC100853627,889.190778,812.6136699,678.1582091,562.1926988
LOC100853705,694.3938292,836.7848981,535.1999568,531.4217966
LOC100242064,601.5788124,677.9453988,342.2063163,224.5444211
LOC104879223,8.021050832,8.057076047,19.65675968,24.11773412
LOC100854284,2083.181488,3138.806626,1142.772529,923.1270646
LOC100257958,230.3187453,278.5446291,181.3782825,153.8545108
LOC100244860,2896.745215,3106.578322,2788.579408,2410.941766
LOC100853716,8373.977069,11689.66633,4971.373222,3236.766248
LOC104879270,190.2134912,90.92985825,125.9819598,109.7772725
LOC100252812,9.166915237,35.68133678,17.86978153,3.326584016
LOC100853907,250.9443046,217.5410533,328.8039802,217.8912531
LOC100854197,261.2570843,279.6956399,206.3959767,205.416563
LOC104879272,296.7788808,256.6754227,472.6557215,353.4495518
LOC100256332,166.1503387,196.8228577,159.0410556,133.8950067
LOC100251180,2680.176842,2786.597302,2207.811508,2464.998756
LOC100246037,10382.67737,13189.43349,7427.574693,7543.860903
LOC100240944,18236.432,29063.02431,6919.179409,5476.388937
LOC100263146,674.9141343,759.6671702,754.9982697,759.2928018
LOC100258011,3907.39762,3128.447528,3738.358296,3447.172687
LOC100263206,55.00149142,3.453032592,1693.1618,2297.006263
LOC100258064,247.5067114,181.8597165,313.6146659,358.4394278
LOC100252933,239.4856606,159.9905101,4052.866451,4091.69834
LOC100247823,1133.259896,926.5637454,1324.150811,1570.147656
LOC100854837,4887.111686,4558.003021,2864.525979,3087.069967
LOC100252874,8168.867341,9553.39017,6442.056242,5310.891382
LOC100242630,376.9893891,364.8704439,315.401644,173.8140149
LOC100242458,12791.28435,15318.80359,11293.70193,11053.40704
LOC100264913,12.60450845,39.13436937,21.44373784,29.10761014
LOC100259724,5.729322023,1.151010864,16.08280338,18.29621209
LOC100244351,457.1998974,554.7872364,411.0049752,408.338188
LOC100266683,925.8584389,767.7242462,680.8386763,590.4686629
LOC100264739,1337.22376,1647.096546,1109.713433,939.7599847
LOC100256169,1063.362168,1517.032319,732.6610427,569.6775128
LOC100259564,27.50074571,24.17122814,234.9876271,434.9508602
LOC100254448,0.0,0.0,27.69816137,48.23546824
LOC100245872,33.23006773,27.62426073,369.9044777,570.5091588
LOC100240779,4734.71172,5143.867551,4431.70582,3400.600511
LOC100249334,532.8269482,397.098748,1323.257322,1365.562739
METK2,18167.68014,19980.39759,29483.35255,32637.94743
LOC100263041,27.50074571,19.56718469,58.07678997,61.5418043
LOC100257907,387.3021688,352.2093244,448.5315164,591.3003089
LOC100252756,3736.663824,3956.024339,3389.897556,3101.207949
LOC100266523,3950.940467,3886.963687,3033.395415,3130.31556
LOC100261316,333.4465417,309.6219224,654.9274931,726.8586076
LOC100256225,1114.926066,1061.232017,981.9444951,1143.513256
LOC100251065,2720.282097,3228.585473,1756.599524,1912.785809
LOC100245923,3214.149655,3091.61518,2265.888298,2305.322723
LOC100240830,1583.584607,1957.869479,1376.866667,1400.491871
LOC100247647,1188.261388,1292.5852,937.2700413,900.6726225
LOC104879226,114.5864405,95.5339017,245.709496,301.8874995
LOC100257955,1404.82976,1115.329527,1713.712049,2256.255609
LOC100263094,496.1592872,532.91803,412.7919533,384.2204539
CIPK19,2772.991859,3029.460594,3051.265196,1935.240252
LOC100252810,19562.19712,28623.33816,16528.65443,3069.605401
LOC100247698,1569.834234,1247.695776,1050.743154,834.9725881
LOC100254503,187.9217624,172.6516296,222.4787801,249.4938012
LOC100853208,332.3006773,227.9001511,418.1528878,488.1762044
LOC100249396,3300.089485,2490.787509,2332.899979,1896.152889
LOC100256278,1732.54698,1878.44973,1458.174173,1459.538737
LOC100242564,908.6704729,599.6766601,745.1698898,1012.113187
LOC100264852,2150.787487,2023.477099,1342.020593,1128.543628
LOC100251117,0.0,1.151010864,116.1535799,6.653168033
LOC100853372,464.0750839,711.3247139,357.3956306,272.7798894
LOC100259669,8103.55307,9065.361564,9963.296692,10763.16259
LOC100254553,132.9202709,149.6314123,41.10049752,64.03674232
LOC100247756,14.89623726,16.11415209,4.467445383,8.316460041
LOC100242622,84.79396594,89.77884738,42.88747567,24.11773412
LOC100249448,685.226914,809.1606373,689.7735671,577.1623269
LOC100244346,19.47969488,19.56718469,91.1358858,108.1139805
LOC104879229,104.2736608,69.06065183,136.7038287,227.0393591
LOC100261472,279.5909147,255.5244118,102.7512438,155.5178028
LOC100256165,250.9443046,181.8597165,402.9635735,203.753271
LOC100251007,318.5503045,176.1046622,699.6019469,963.8777188
LOC109122652,9.166915237,13.81213037,16.97629245,4.989876025
LOC100244285,1323.473387,1500.918167,1037.340818,701.9092275
LOC100245866,998.0478964,1056.627973,998.0272985,956.3929047
LOC100261418,922.4208457,1088.856277,1595.771491,1977.654198
LOC100240773,36.66766095,35.68133678,181.3782825,319.3520656
LOC104879230,130.6285421,107.0440103,111.6861346,126.4101926
LOC100251175,55529.73491,69768.52352,46464.11245,42010.5979
LOC100256329,1306.285421,1022.097647,2048.770452,2692.038115
LOC100240940,4969.613923,4872.228987,5023.195588,4555.756811
LOC100247642,1677.545488,1546.958601,1139.198573,1116.068938
LOC100259617,234.9022029,239.4102597,170.6564136,219.5545451
LOC100254500,897.2118288,733.1939203,887.234653,990.4903909
LOC100249392,303.6540672,248.6183466,306.4667532,355.9444898
LOC100853751,3.437593214,4.604043456,392.2417046,736.0067136
LOC100244229,1470.144031,1468.689862,946.204932,812.518146
LOC100266571,1550.354539,1297.189244,865.7909151,770.1041998
LOC100263198,2068.28525,1621.774307,5699.566819,6829.476986
LOC100233054,10632.47581,11035.89216,7851.982004,6777.914934
LOC100256274,82.50223713,96.68491257,175.123859,123.9152546
LOC104879231,27.50074571,21.86920641,16.08280338,20.7911501
LOC100245979,834.1892866,649.1701272,697.8149688,690.2661834
LOC100252927,1631.710912,1736.875394,783.5899201,801.706748
LOC100247816,1226.074913,1127.990647,1012.323124,1091.119557
LOC104879232,278.4450503,241.7122814,392.2417046,395.863498
LOC100242678,562.6194227,595.0726166,2040.729051,2098.242868
LOC100264731,1494.207184,1915.282078,1478.724422,1548.52486
LOC100254439,2277.978436,2706.026541,1829.865629,1284.06143
LOC100249327,627.9336937,773.4793005,655.8209822,1141.849964
LOC104879234,739.082541,578.9584645,846.1341555,1190.917078
LOC100242615,3394.050367,2799.258421,1577.00822,1577.63247
LOC100244170,890.3366424,864.4091588,1249.097729,1131.038566
LOC100266516,9736.409846,13060.52027,6257.104003,5791.582773
LOC100261311,1738.276302,2104.047859,1412.60623,1294.872828
LOC100264903,3093.833893,4269.099294,2474.071253,2998.083845
LOC100259718,41.25111857,73.66469529,5.360934459,3.326584016
LOC100256218,2936.850469,3255.058723,2499.088947,2756.906504
X34.1,900.649422,839.0869198,4058.227386,4544.945413
LOC100245917,4781.692161,4134.431023,3476.565997,3102.871241
LOC100254604,755.1246427,622.6968774,926.5481723,1040.389151
LOC100249494,87.08569475,89.77884738,81.30750596,95.63929047
LOC100244340,893.7742356,649.1701272,466.4012979,383.3888079
LOC100240823,1096.592235,973.7551909,808.6076142,882.3764104
LOC104879235,55.00149142,70.2116627,77.73354966,69.85826435
LOC100263086,272.7157283,447.7432261,278.7685919,268.6216593
LOC100261468,2253.915284,2123.615044,2049.663942,1779.722449
LOC100256384,100.8360676,145.0273689,176.9108371,183.7937669
LOC100251002,137.5037286,108.1950212,162.6150119,237.8507572
LOC100257952,265.8405419,193.3698251,422.6203332,480.6913904
LOC100252802,68.75186428,79.41974961,172.4433918,234.5241732
LOC100245862,98.5443388,136.9702928,210.8634221,245.3355712
LOC100240766,36.66766095,12.6611195,138.4908069,170.4874308
LOC100257896,1156.177184,698.6635944,1847.73541,1856.233881
LOC100252748,0.0,0.0,34.84607398,20.7911501
LOC100247638,289.9036944,300.4138355,500.3538828,479.0280984
LOC104879236,2.291728809,3.453032592,22.33722691,14.96962807
LOC104879237,28.64661012,6.906065183,38.42003029,29.93925615
LOC100264795,45.83457619,17.26516296,52.71585551,60.7101583
LOC100247694,3648.432264,4370.38825,3191.542981,3045.487667
LOC100259613,276.1533215,272.7895747,157.2540775,170.4874308
LOC100242558,1187.115523,1115.329527,738.9154663,860.7536143
LOC100264848,928.1501678,591.619584,1230.334458,1501.121037
LOC100249446,5230.871007,6039.354003,3092.365694,2851.714148
LOC100244281,7539.787782,6706.940304,9487.960503,6837.793446
LOC100266621,1867.75898,2139.729196,1961.208523,1453.717215
LOC100261415,3160.294028,2654.231052,3375.601731,2419.258226
LOC100256322,1367.016235,1307.548341,1685.120398,1784.712325
LOC104879239,29.79247452,19.56718469,46.46143198,62.37345031
LOC100251170,673.7682699,761.9691919,1209.78421,771.7674918
LOC100246027,546.577321,643.4150729,526.2650661,454.9103643
LOC100244223,713.8735241,729.7408877,535.1999568,548.8863627
LOC100266564,1663.795116,1624.076329,993.5598531,1137.691734
LOC100261360,790.6464392,898.9394847,793.4182999,660.3269273
LOC100256268,1442.643285,1108.423462,1509.996539,1511.100789
LOC100251108,564.9111515,574.3544211,541.4543804,635.3775471
LOC100240938,5833.595684,5006.897258,3642.754965,3496.239801
LOC100245973,128.3368133,143.876358,1622.576163,2751.084982
LOC100263193,23749.18565,28982.45355,25416.19027,17846.2916
LOC100258055,304.7999316,214.0880207,402.0700844,305.2140835
LOC100855402,2008.700301,1860.033556,1552.884015,1147.671486
LOC100232960,9606.927168,11786.35125,5461.005236,2661.267213
LOC100247810,30.93833893,55.24852147,219.7983128,272.7798894
LOC100242610,1440.351557,1377.760004,2390.08328,2883.316696
LOC100259712,162.7127455,78.26873875,405.6440407,874.0599503
LOC100254600,9045.45361,9521.161866,7035.332988,6018.622132
LOC100242676,2247.040097,1944.057349,2107.740731,2116.53908
LOC100249490,46.98044059,62.15458665,74.15959335,98.96587449
LOC100244334,857.1065747,635.3579969,947.0984211,930.6118786
LOC100266667,493.8675584,338.397194,431.555224,479.8597444
LOC100259554,409.0735925,275.0915965,743.3829117,748.4814037
LOC104879242,296.7788808,408.6088567,239.4550725,280.2647034
LOC100249323,4488.350873,3342.535549,3296.081203,4523.322616
LOC100244166,2280.270165,2916.661529,1282.156825,1164.304406
LOC100266511,1433.47637,1502.069177,1333.085702,1707.369246
LOC100251222,2219.539352,2350.364184,1950.486654,1668.281884
LOC100261307,18.33383047,32.22830419,74.15959335,82.33295441
LOC100256211,881.1697272,885.1273543,930.1221286,985.5005149
LOC100263026,59.58494904,66.75863011,92.02937488,133.0633607
HP3,291.0495588,353.3603352,1322.363833,1982.644074
LOC100245913,2209.226572,2436.689999,2197.089639,2255.423963
LOC100257889,539.7021346,482.273552,301.1058188,287.7495174
LOC100252741,2900.182808,3227.434462,1432.26299,1777.227511
LOC100240820,6.875186428,9.208086911,28.59165045,29.93925615
LOC100257948,69909.18733,70806.73531,77464.60944,82484.31398
LOC100264790,234.9022029,264.7324987,159.0410556,206.248209
LOC100259606,96.25260999,80.57076047,125.0884707,107.2823345
LOC100252797,1467.852302,1238.48769,862.2169588,808.359916
LOC100247690,36.66766095,50.64447801,35.73956306,54.88863627
LOC100249384,703.5607444,629.6029426,928.3351505,797.548518
LOC100852500,272.7157283,326.8870853,180.4847935,219.5545451
LOC100242556,4190.426128,6274.160219,1715.499027,1277.408262
LOC100266559,2811.951249,3046.725757,1733.368808,1388.017181
LOC100264845,611.8915921,549.0321821,1148.133463,1214.203166
LOC100261356,4.583457619,0.0,56.28981182,135.5582987
LOC100259662,1462.12298,1302.944298,955.1398228,806.696624
LOC100254543,2290.582945,2466.616281,1408.138785,784.2421819
LOC100249442,693.2479648,524.8609539,741.5959335,823.3295441
LOC100244278,1931.927386,2282.454543,2230.148735,1973.495968
LOC100266616,11342.91174,11140.63415,7256.02479,6729.679465
LOC104879243,199.3804064,150.7824232,247.4964742,229.5342971
LOC100245967,721.8945749,639.9620403,587.9158123,386.7153919
LOC100240872,358.6555587,362.5684221,256.431365,380.0622239
LOC100263132,1.145864405,2.302021728,33.95258491,28.27596414
LOC100261413,55.00149142,61.00357579,534.3064678,727.6902536
LOC100257995,2275.686708,2711.781595,1679.759464,1358.909571
LOC100256318,182.1924403,104.7419886,375.2654121,558.0344688
LOC100251166,533.9728126,683.7004532,650.4600477,775.0940758
LOC100240933,2337.563385,1856.580523,1371.505732,1409.639977
LOC100246022,4942.113177,4551.096956,4821.267057,5126.265969
LOC104879244,18754.36271,27898.20132,11561.74865,7114.731565
LOC100263189,1436.913963,1372.00495,636.1642225,766.7776158
LOC100247741,2287.145352,2356.119238,1629.724076,1150.99807
LOC100264888,734.4990834,886.2783652,750.5308243,818.3396681
LOC100259704,1163.052371,1328.266537,1072.186892,1145.176548
LOC100258051,2396.00247,2815.372573,2390.08328,1976.822552
LOC100252921,2396.00247,2251.37725,2333.793468,1988.465596
LOC109122550,545.4314566,643.4150729,411.0049752,420.8128781
LOC100254593,305.945796,211.785999,214.4373784,193.773519
LOC100247805,516.7848465,585.8645297,780.0159638,1052.863841
LOC100244329,1106.905015,771.1772788,1403.671339,1586.780576
LOC100242671,1741.713895,2072.970566,1503.742116,1446.232401
LOC104879247,71.04359309,56.39953233,165.2954792,288.5811634
LOC100266660,1188.261388,1070.440103,704.0693923,656.1686973
LOC100261454,6674.660157,5043.729606,11876.25681,13028.5663
LOC100264956,167.2962031,158.8394992,255.5378759,201.258333
LOC100259548,82.50223713,62.15458665,425.3008004,543.0648407
LOC100254429,137.5037286,92.08086911,175.123859,167.1608468
LOC100249318,43114.29409,54046.86613,24608.47615,18677.93761
LOC100266507,5666.299481,6938.293488,3567.701883,2633.822895
LOC100244161,986.5892524,926.5637454,1058.784556,943.0865687
LOC100261302,606.1622701,374.0785308,590.5962796,689.4345374
LOC100256207,2314.646097,1769.103698,1844.161454,1795.523723
LOC100854649,3242.796265,3022.554529,1660.102704,2290.353095
LOC100251050,2192.038606,1986.644751,2254.27294,2174.754301
LOC100245908,2055.680742,2300.870717,2030.007182,2136.498585
LOC100240814,742.5201342,639.9620403,665.649362,874.8915963
LOC100257883,293.3412876,285.4506942,549.4957821,794.2219339
LOC100263079,6.875186428,16.11415209,15.1893143,13.30633607
LOC100252792,2019.013081,2204.185804,1045.38222,950.5713827
MAP3K,142.0871862,127.7622059,259.1118322,347.6280297
LOC100252736,878.8779984,970.3021583,436.9161584,582.1522029
LOC104879248,1066.799761,1102.668408,1054.31711,793.3902879
LOC100242550,3491.448841,3634.892308,2130.971447,1587.612222
LOC100242495,1722.2342,1808.238067,1375.973178,1491.972931
LOC100264840,11070.19601,13730.4086,3639.181009,2919.077474
LOC100259658,249.7984402,141.5743363,751.4243133,1147.671486
LOC100254540,10048.08496,10310.75532,13238.82765,15064.43572
LOC100264785,232.6104741,300.4138355,514.6497081,568.0142208
LOC104879249,1173.36515,1672.418785,637.9512006,535.5800267
LOC100249437,3049.145181,3110.031354,3056.626131,2824.26983
LOC100244275,218.8601013,214.0880207,75.9465715,86.49118443
LOC100254485,76.77291511,71.36267356,68.79865889,128.9051306
LOC100266613,3851.250264,4019.329937,2659.916981,2878.32682
LOC100249379,4663.668127,4711.087466,4937.420637,3617.660118
LOC100244213,1623.689861,1527.391416,1801.273978,1938.566836
LOC100261408,3513.220265,3058.235865,2776.96405,1934.408606
LOC100256313,920.1291169,926.5637454,1363.464331,1487.814701
LOC109122693,6.875186428,10.35909778,10.72186892,24.11773412
HT5,548.8690498,390.1926829,474.4426996,856.5953842
LOC100256257,7091.7548,8149.156916,5511.040624,5806.552401
LOC100246016,1385.350065,1115.329527,2159.563098,2568.122861
LOC100251097,64.16840666,55.24852147,372.5849449,440.7723822
LOC100240928,1426.601184,1575.733873,3711.553624,4871.782292
LOC100263185,374.6976603,638.8110295,3781.245772,4789.449338
LOC100258046,44.68871178,19.56718469,343.9932945,414.1597101
LOC100245961,4.583457619,12.6611195,12.50884707,28.27596414
LOC100263125,11.45864405,11.51010864,511.0757518,643.6940072
LOC100254587,9.166915237,1.151010864,33.95258491,49.89876025
LOC100244323,64.16840666,57.5505432,69.69214797,39.08736219
LOC109122557,18.33383047,4.604043456,13.40233615,29.93925615
LOC100266656,13.75037286,13.81213037,12.50884707,12.47469006
LOC100256366,58.43908464,31.07729333,49.14189921,53.22534426
LOC109122587,19.47969488,4.604043456,14.29582522,14.96962807
LOC100251211,87.08569475,86.32581479,81.30750596,103.9557505
LOC100252916,3013.623384,4774.393063,3492.6488,1016.271417
LOC100246068,287.6119656,200.2758903,432.448713,545.5597787
LOC100247799,42.39698297,23.02021728,264.4727666,449.0888422
LOC109122678,16.04210166,12.6611195,6.254423536,13.30633607
LOC100242666,178.7548471,168.0475861,666.5428511,791.7269959
LOC100240750,1161.906506,950.7349736,1761.06697,1503.615975
LOC100247619,1593.897387,1423.800439,1989.800173,1867.876925
LOC100264953,2006.408573,1834.711317,1500.168159,1555.178028
LOC100259756,342.613457,300.4138355,388.6677483,433.2875681
LOC100254425,6413.403073,7135.116345,5683.484016,6786.231394
LOC100259596,2457.879148,2855.657953,1795.019555,1459.538737
LOC100249314,48921.53489,49361.1009,39308.15843,39065.7394
LOC100249372,150.108237,98.9869343,148.3191867,218.7228991
LOC100244206,450.324711,618.0928339,320.7625785,362.5976578
LOC100244156,2704.239995,3895.020763,2194.409172,1848.749067
LOC104879253,498.451016,644.5660838,403.8570626,452.4154262
LOC100261343,16.04210166,10.35909778,195.6741078,271.1165973
LOC100266502,99.6902032,117.4031081,145.6387195,337.6482777
LOC100256251,1283.368133,1670.116764,1866.498681,1768.079405
LOC100261298,174.1713895,153.0844449,135.8103396,149.6962807
LOC100257987,320.8420333,219.843075,405.6440407,457.4053023
LOC100252843,625.6419649,576.6564428,717.4717284,622.9028571
LOC100256202,1561.813184,2266.340391,1660.102704,1521.912188
LOC100242594,955.6509135,879.3723,818.4359941,769.2725538
LOC100264876,344.9051858,309.6219224,242.1355397,232.8608812
LOC100259691,4.583457619,4.604043456,220.6918019,463.2268243
LOC100251046,42.39698297,32.22830419,308.2537314,602.943353
LOC100254579,4358.868195,4749.070824,5639.703051,6612.417379
LOC100245904,1283.368133,865.5601697,2153.308674,2853.37744
LOC100261442,131.7744065,173.8026404,149.2126758,143.0431127
LOC100240811,475.5337279,718.2307791,774.6550293,1112.742354
LOC109122588,19.47969488,6.906065183,85.77495135,139.7165287
LOC100233116,226.8811521,392.4947046,281.4490591,479.0280984
LOC100257939,2932.267011,3142.259658,1950.486654,1763.921175
LOC100247679,151.2541014,74.81570615,342.2063163,409.169834
LOC104879256,36.66766095,41.4363911,34.84607398,55.72028228
LOC100242545,238.3397962,133.5172602,424.4073113,642.8623612
LOC100264771,421.6781009,285.4506942,284.1295263,297.7292695
LOC104879275,17.18796607,3.453032592,27.69816137,29.93925615
LOC104879257,176.4631183,165.7455644,184.9522388,201.258333
LOC100249363,85.93983035,85.17480393,203.7155094,270.2849513
LOC100244199,410.2194569,397.098748,333.2714255,397.52679
LOC100266544,121.4616269,141.5743363,99.17728749,109.7772725
LOC100264835,1747.443217,2275.548478,1686.013887,1189.253786
LOC100259653,1953.69881,2216.846924,1067.719446,1228.341148
LOC100261336,88.23155916,58.70155406,1093.63063,1951.873172
LOC100254535,4969.613923,3924.947046,5668.294701,6165.823475
LOC100249434,1907.864234,2120.162011,2254.27294,2442.544314
LOC100251086,16.04210166,16.11415209,62.54423536,70.68991035
LOC100266608,3060.603825,3189.451104,2299.840883,2242.949273
LOC100244269,24.0631525,44.88942369,19.65675968,9.148106045
LOC100245945,1.145864405,4.604043456,47.35492106,37.42407019
LOC109122696,35.52179654,35.68133678,55.39632274,76.51143238
LOC100244856,90.52328797,59.85256492,321.6560675,513.1255845
LOC100261405,1431.184641,1510.126253,3382.749644,3724.942452
LOC100263116,208.5473216,183.0107274,352.0346961,388.3786839
LOC100256307,2865.806876,2529.921879,2287.332036,2646.297585
LOC100252835,1955.990539,2280.152521,1089.163184,1136.028442
LOC104879259,44.68871178,41.4363911,1115.967857,1566.821072
LOC100242586,1093.154642,993.3223755,1094.524119,1470.350135
LOC104879260,3484.573654,4133.280012,2370.42652,1828.789563
LOC100232920,17587.87275,24361.14493,10320.69232,7953.030737
LOC100264870,194.7969488,170.3496079,500.3538828,153.8545108
LOC100240922,1048.46593,812.6136699,943.5244648,1009.618249
LOC100263179,69070.41458,107128.0341,15540.45551,6635.703467
LOC100258040,512.2013889,508.7468018,429.7682458,378.3989319
LOC100252909,32.08420333,47.19144542,82.20099504,98.96587449
LOC100247793,2280.270165,2105.19887,2042.516029,2134.835293
LOC100242660,1164.198235,1409.988308,2318.604154,3224.291558
LOC100254575,11.45864405,20.71819555,66.11819166,126.4101926
LOC100249467,7539.787782,6877.289912,3732.997362,3209.32193
LOC100244311,2023.596539,1997.003849,2591.118322,3333.237185
LOC100264947,72.18945749,40.28538024,100.9642656,105.6190425
LOC100259752,3041.12413,2608.190618,2807.342678,2193.050513
LOC100261436,0.0,1.151010864,41.10049752,14.13798207
LOC100254645,468.6585415,188.7657817,2308.775774,3304.96122
LOC100249310,4081.569009,3700.499927,4291.428034,4573.221377
LOC100240964,6.875186428,12.6611195,18.76327061,34.09748617
LOC100242476,43.54284738,26.47324987,276.9816137,420.8128781
LOC109122689,22.91728809,39.13436937,32.16560675,24.94938012
LOC100259585,9.166915237,17.26516296,314.5081549,370.9141178
LOC100261329,4.583457619,2.302021728,18.76327061,16.63292008
LOC100257973,12.60450845,10.35909778,83.98797319,118.0937326
LOC100254571,9.166915237,3.453032592,1919.214536,2403.456952
LOC104879262,6.875186428,5.75505432,103.6447329,136.3899447
LOC100244152,28.64661012,28.7752716,723.726152,1007.123311
LOC100266496,4248.865212,3636.043319,4256.581961,4293.788319
LOC100256346,1644.315421,1947.510382,1825.398183,1532.723586
LOC100256197,1679.837217,2151.239305,1483.191867,1502.784329
LOC100261292,1844.841691,1881.902762,1846.841921,1363.899447
LOC100246052,6089.123446,6086.545448,5096.461692,4782.79617
LOC100251040,1805.882302,2105.19887,6540.34004,7826.620545
LOC100245900,3964.69084,2996.081279,10234.91737,14166.25803
LOC100240806,1993.804064,1805.936045,1782.510708,1663.292008
LOC100263066,590.1201684,463.8573782,2004.989488,1937.73519
LOC100257935,1379.620743,2054.554392,885.4476748,765.9459698
LOC100252782,248.6525758,173.8026404,310.0407095,322.6786496
CIPK20,1155.03132,849.4460176,801.4597016,726.8586076
LOC100258082,352.9262366,409.7598675,312.7211768,266.9583673
LOC100242540,1576.709421,1777.160774,1795.019555,1715.685706
LOC100252711,257.819491,299.2628246,194.7806187,159.6760328
MIR3631B,468.6585415,756.2141376,275.1946356,159.6760328
LOC100264830,2400.585928,2302.021728,1577.901709,1195.075308
LOC100259579,1080.550134,1309.850363,1269.647978,1113.574
LOC100249350,6248.398598,5991.011547,3910.801688,3287.496654
LOC100244189,846.793795,735.495942,947.9919102,1012.944833
LOC100266533,20.62555928,17.26516296,27.69816137,24.11773412
LOC100259648,25244.5387,37042.98263,13982.21056,5977.871478
LOC100254530,5030.344736,4739.862738,2312.34973,1763.921175
LOC100261325,891.4825068,955.339017,629.0163099,582.9838489
LOC100249428,634.8088802,569.7503776,672.7972746,748.4814037
LOC100251077,74.4811863,44.88942369,46.46143198,58.21522029
LOC100244262,632.5171514,539.8240952,1429.582522,1748.119901
LOC100245936,130.6285421,77.11772788,154.5736102,169.6557848
LOC100266602,270.4239995,310.7729333,316.2951331,462.3951783
LOC100240841,108.8571184,107.0440103,78.62703873,69.02661834
LOC100261398,3280.60979,4827.339563,1731.58183,1773.900927
LOC100257970,1133.259896,1124.537614,1132.05066,910.6523745
LOC100247714,14.89623726,85.17480393,2260.527364,2449.197482
LOC100256302,21544.54254,22695.63221,17012.92551,21619.46952
LOC100251147,33493.61655,53050.09072,23164.5978,16941.46075
LOC100246004,19.47969488,25.32223901,16.08280338,23.28608812
LOC100242578,10.31277964,2.302021728,19.65675968,19.12785809
LOC100264865,239.4856606,186.46376,254.6443868,253.6520313
