ID,CO_A,CO_B,A1_A,A1_B
LOC100250221,3701.753158,3882.991113,3076.829434,3355.409021
LOC100263894,402.0194913,364.9781574,1152.715301,894.8294341
LOC100250216,238.0378567,84.70839756,178.6051274,467.1476794
LOC100245095,3394.94881,3405.068425,2592.51369,3319.970232
LOC100267397,710.939732,757.1466646,295.8489841,360.831311
LOC100262230,367.1072723,275.0408464,195.0411821,241.62811
LOC100267404,2132.819196,2425.170049,1312.6929,2003.902459
LOC100257122,1031.497379,964.2116364,642.1018691,693.4726757
LOC100251993,312.0940788,282.3613252,140.2543332,111.1489306
LOC100262240,10810.09253,12530.56814,9817.803323,11440.28558
LOC100256921,251.7911551,235.3011043,178.6051274,150.6148552
LOC104877794,16.92713648,18.82408835,53.69111193,74.9047141
LOC100246643,298.3407804,217.5227987,488.6986922,586.3508803
LOC100251788,48.66551737,54.38069967,6.574421868,15.30311363
LOC100243251,12.69535236,7.320478802,28.48916143,43.4930598
LOC100246650,3161.142737,3703.116491,3686.059194,2922.894704
LOC100250108,3570.567851,3635.140616,1775.093904,2879.401644
LOC100267281,2234.382015,2092.611155,1753.179165,1947.522567
LOC100241522,5103.531648,6202.53711,7184.747365,7957.61909
LOC100262115,78.2880062,60.65539579,30.68063539,103.9000873
LOC100263791,24.33275869,43.92287281,32.87210934,69.26672487
LOC100257006,397.7877072,278.1781945,225.7218175,346.3336244
LOC100251875,6106.464484,5784.224036,2919.04331,4114.121286
LOC100258644,5102.473702,8948.762444,4695.232951,2983.301732
LOC100246744,15.86919045,3.137348058,83.27601033,103.9000873
LOC100253502,945.8037506,984.0815075,990.5462282,718.4409138
LOC104877790,522.6253387,461.1901645,1011.365231,860.1960716
LOC100243260,1480.066496,1227.748873,1703.871001,1291.904962
LOC100263890,311.0361328,360.7950267,150.115966,244.0443911
LOC100265574,119.5479014,141.1806626,43.82947912,59.60160047
LOC100260359,3196.054956,3886.128461,2710.853284,2602.334745
LOC100258729,489.8290118,474.7853394,267.3598226,395.4646734
LOC100248481,4935.318229,5594.93737,2777.693239,3059.8173
LOC100262814,773.3585478,811.5273643,506.2304839,674.947854
LOC100257692,272.9500757,430.8624666,219.1473956,266.596348
LOC100257710,2744.312001,4006.39347,1757.562113,994.7023862
LOC109122048,30.68043486,16.73252298,61.36127077,99.06752511
LOC100242314,229.5742885,254.1251927,204.9028149,320.5599593
LOC100854487,225.3425043,195.5613623,315.5722497,353.5824677
LOC104878213,723.6350844,843.9466276,1242.565733,533.1926961
LOC100254306,124.8376315,145.3637933,79.9887994,139.3388768
LOC100249209,198.8938536,282.3613252,121.6268046,95.84581697
LOC100266372,263.4285614,186.1493181,231.2005024,296.3971483
LOC100249552,175.6190409,54.38069967,1535.127506,1888.726393
LOC100244391,1388.025191,1356.380144,1314.884374,1084.910214
LOC100265795,2162.441685,2449.223051,1544.989139,1158.204074
LOC100255711,70.882384,51.24335161,107.3822239,83.76441147
LOC100852648,406.2512754,321.0552846,818.5155226,439.7631602
LOC100245688,22.21686663,19.86987103,41.63800517,16.10854067
LOC100852692,51.83935546,38.69395938,99.712065,79.7372763
LOC100267788,1469.487035,1871.951008,1105.598611,1235.525069
LOC100253882,609.3769132,837.6719314,275.0299815,188.4699258
LOC100852870,41.25989516,56.47226504,87.65895825,25.77366507
LOC100257753,1357.344756,1456.775282,1338.990587,1143.706387
LOC100255491,2015.387187,2388.567655,3050.531747,2583.004496
LOC104878317,42635.225,48213.71917,37216.70646,21942.24867
LOC100250311,1231.449179,1338.601838,910.5574288,619.3733887
LOC100253444,3021.493861,3309.902201,597.176653,3386.820675
LOC100243458,546.9580974,362.886592,296.9447211,218.270726
LOC100265776,1104.495655,764.4671434,1264.480473,1198.475426
LOC100257380,1939.215073,2355.102609,2459.929516,1841.206198
LOC100262495,235.9219646,345.1082864,211.4772368,150.6148552
LOC100853862,29.62248883,25.09878446,59.16979682,85.37526554
LOC100262386,434.8158182,398.4432033,725.3778795,751.4634221
LOC100257176,24.33275869,23.00721909,9.861632803,28.9953732
LOC100267547,399.9035993,355.5661132,284.8916143,209.4110287
LOC100245242,1889.491609,1540.437896,782.3562023,1405.470173
LOC100262280,110.0263871,52.2891343,141.3500702,239.2118289
LOC104878254,83.57773635,152.6842721,166.5520207,90.20782774
LOC100250652,1413.415896,1395.074103,2187.091008,1534.338499
LOC100853846,1646.164022,1311.411488,1529.648821,1476.347752
LOC100257542,793.4595223,801.0695374,6550.315655,4547.44103
LOC100242155,2693.530592,2133.396679,2271.462756,2118.273098
LOC100854226,93.09925062,116.0818781,163.2648097,90.20782774
LOC100854281,1149.987334,1228.794656,1680.860524,789.3184927
LOC100248503,396.7297612,345.1082864,287.0830883,419.6274844
LOC100258657,187.2564473,245.7589312,1347.756483,770.7936709
LOC100263809,96.27308871,39.73974207,76.70158846,46.71476794
LOC100854000,473.9598213,747.7346205,531.4324344,330.2250837
LOC100253608,449.6270627,480.0142529,454.7308459,454.2608468
LOC100854350,394.6138691,396.351638,169.8392316,232.7684126
LOC100247775,12.69535236,15.68674029,51.49963797,26.5790921
LOC100263052,45.49167928,18.82408835,133.6799113,120.814055
LOC100242640,3819.185168,7657.220827,4758.785696,2701.40227
LOC100247658,323.7314851,263.5372369,327.6253564,496.9484796
LOC104878311,43.37578722,52.2891343,7.670158846,6.443416267
LOC100259633,5365.902263,5426.566357,2234.207698,2719.927092
LOC100249410,605.145129,678.7129632,489.7944292,458.287982
LOC100853913,490.8869578,678.7129632,1061.769132,698.3052379
LOC100853952,63.47676179,65.88430922,187.3710232,110.3435036
LOC100264251,38.08605707,23.00721909,18.62752863,37.85507057
LOC100241452,9.521514268,5.22891343,41.63800517,78.12642224
LOC100853398,142.822714,173.5999259,204.9028149,153.0311363
LOC100853437,759.6052494,984.0815075,530.3366974,485.6725011
LOC100853474,66.65059988,18.82408835,19.72326561,90.20782774
LOC100242393,340.6586216,211.2481026,81.08453638,269.8180562
LOC100261101,503.5823102,560.5395197,691.4100332,541.2469664
LOC100259506,49.7234634,44.9686555,216.9559217,177.1939473
LOC104878163,4173.597088,4601.443818,2410.621352,2076.390892
LOC100256016,293.0510503,252.0336273,227.9132914,463.1205442
LOC100853187,615.7245893,698.5828342,854.6748429,624.2059509
LOC100853624,12.69535236,4.183130744,46.02095308,90.20782774
LOC100250873,1573.165746,1824.890787,3514.028489,2057.060643
LOC100265861,22.21686663,3.137348058,329.8168304,427.6817547
LOC100853702,142.822714,53.33491698,76.70158846,248.0715263
LOC100245726,216.8789361,147.4553587,310.0935648,351.9716136
LOC100853773,2175.137037,2125.030418,3210.509346,3497.969606
LOC100853814,361.8175422,334.6504595,861.2492648,551.7175179
LOC100241561,34.91221898,12.54939223,291.4660362,183.6373636
LOC104878166,2.11589206,2.091565372,51.49963797,30.60622727
LOC100263950,2527.433065,3257.613067,2547.588474,1377.280227
LOC100853358,2147.63044,2956.427653,29523.53714,23801.17426
LOC109122033,10.5794603,26.14456715,50.40390099,24.96823803
LOC100854349,24.33275869,28.23613252,54.7868489,38.6604976
LOC100853163,6.347676179,6.274696116,42.73374214,50.7419031
LOC100245282,9593.454598,5922.267351,3458.145903,9949.440143
LOC100256611,160.8077965,106.669834,52.59537495,171.5559581
LOC100258235,193.6041235,247.8504966,249.828031,233.5738397
LOC109121420,7.405622209,3.137348058,9.861632803,22.55195693
LOC100853264,166.0975267,120.2650089,99.712065,66.85044377
LOC100253173,20.10097457,8.366261488,14.24458071,19.3302488
LOC109122128,16.92713648,20.91565372,6.574421868,0.805427033
LOC100264749,1680.018295,1756.914912,1324.746006,922.2139532
LOC100249342,9.521514268,11.50360955,96.42485407,74.09928707
LOC100251437,97.33103474,98.30357248,35.0635833,84.5698385
LOC100241174,795.5754144,665.1177883,97.52059105,429.2926088
LOC104878348,214.763044,185.1035354,21.91473956,119.2032009
LOC100246449,916.1812618,1163.956129,355.0187809,384.994122
LOC100852711,67.70854591,49.15178624,10.95736978,20.94110287
LOC100855303,15.86919045,9.412044174,7.670158846,33.8279354
LOC100252950,40.20194913,37.64817669,30.68063539,89.4024007
LOC100250196,12.69535236,18.82408835,2.191473956,10.47055143
LOC100854589,815.676389,1451.546368,1071.630765,402.7135167
LOC100241190,2470.30398,2550.663971,1592.105829,1639.044013
LOC104878410,170.3293108,131.7686184,267.3598226,415.6003492
LOC100258406,1248.376315,1595.864379,2850.01188,2346.208948
LOC100258324,29.62248883,73.20478802,145.7330181,140.9497308
LOC100266094,239.0958027,231.1179736,584.0278093,423.6546196
LOC100854704,2970.712452,3294.215461,929.1849574,1471.51519
LOC100853013,207.3574218,139.0890972,58.07405984,182.0265095
LOC100267455,16.92713648,6.274696116,1462.808866,1775.161182
LOC100853715,4289.971151,3259.704632,3576.485496,3390.847811
LOC100261350,554.3637196,599.2334791,697.984455,853.7526554
LOC100852483,603.029237,570.9973465,1692.913631,1523.06252
LOC100246586,524.7412308,487.3347317,462.4010047,547.6903827
LOC100855415,65.59265385,113.9903128,102.9992759,49.13104904
LOC100255907,183.0246632,181.9661874,290.3702992,273.0397643
LOC100852934,160.8077965,66.9300919,10.95736978,166.7233959
LOC100852973,59.24497767,53.33491698,112.8609087,167.5288229
LOC100855269,13.75329839,8.366261488,12.05310676,28.18994617
LOC100247570,524.7412308,706.9490957,1009.173757,514.6678743
LOC100267927,369.2231644,290.7275867,834.9515773,560.5772152
LOC104878513,124.8376315,106.669834,42.73374214,167.5288229
LOC100262782,1504.399254,1264.351267,3295.97683,3118.613473
LOC104878474,99.4469268,112.9445301,20.81900258,42.68763277
LOC109122187,1582.687261,2306.996605,857.9620538,900.4674233
LOC100855126,3711.274672,2956.427653,436.1033173,2380.036884
LOC100853015,179.8508251,162.0963163,143.5415441,157.8636985
LOC104878571,11.63740633,21.96143641,41.63800517,39.46592464
LOC100853250,1079.10495,861.7249332,1082.588134,846.5038121
LOC100854206,85.69362841,30.32769789,14.24458071,55.5744653
LOC100241274,892.9064491,901.4646753,538.0068562,576.6857559
LOC100253284,265.5444535,150.5927068,130.3927004,316.5328241
LOC100854548,1010.338458,650.4768307,493.0816401,1163.842063
LOC104878519,337.4847835,305.3685443,334.1997783,237.6009748
LOC100853209,1623.947156,2013.13167,1032.184233,1144.511814
LOC100853166,13.75329839,14.6409576,43.82947912,35.43878947
LOC100261306,15.86919045,8.366261488,5.47868489,20.13567583
LOC100853341,256.0229392,209.1565372,204.9028149,190.8862069
LOC100853658,154.4601203,141.1806626,237.7749242,166.7233959
LOC104878527,1107.669493,1140.94891,1096.832715,818.3138659
LOC100854058,104.7366569,129.6770531,197.2326561,173.1668122
LOC100854933,20.10097457,15.68674029,8.765895825,19.3302488
LOC104878542,185.1405552,82.61683219,17.53179165,123.2303361
LOC100854907,552.2478275,582.5009561,1053.003236,515.4733014
LOC100244845,193.6041235,243.6673658,335.2955153,298.8134294
LOC104878626,2054.53119,2555.892884,4064.088452,2413.864819
CBL03,798.7492525,908.7851541,514.9963797,602.459421
LOC104878641,830.4876334,839.7634968,1546.084876,1209.751404
LOC100259049,31.73838089,78.43370145,9.861632803,38.6604976
LOC104878649,183.0246632,262.4914542,221.3388696,416.4057763
LOC100263268,190.4302854,155.8216202,59.16979682,207.8001746
LOC104878642,30.68043486,4.183130744,0.0,11.27597847
LOC104878703,9.521514268,33.46504595,33.96784632,12.88683253
LOC100250291,79.34595223,126.539705,177.5093904,127.2574713
LOC104878711,28.5645428,11.50360955,71.22290357,16.10854067
LOC100264305,1198.652852,1172.322391,702.3674029,2637.773534
LOC100854909,1195.479014,2138.625593,764.8244107,532.3872691
LOC104878696,6033.466208,8706.140861,2029.304883,1231.497934
LOC104878741,14.81124442,20.91565372,14.24458071,4.027135167
LOC100264332,938.3981284,1295.724748,704.5588769,466.3422523
LOC100259764,51.83935546,74.2505707,6.574421868,22.55195693
LOC100854224,160.8077965,176.7372739,132.5841743,111.9543576
LOC100261601,107.910495,79.47948413,38.35079423,88.59697367
LOC100259773,1041.018893,1116.895909,747.292619,889.9968719
LOC100266793,445.3952785,283.4071079,195.0411821,301.2297105
LOC100249626,330.0791613,325.2384153,136.9671223,294.7862942
LOC100264972,11.63740633,14.6409576,173.1264425,174.7776662
LOC100242759,322.6735391,224.8432775,144.6372811,262.5692129
LOC100242688,671.7957289,729.9563148,336.3912523,401.9080897
LOC100251277,1054.772192,1077.156167,655.2507129,829.5898444
LOC100256429,1701.177216,1721.358301,1076.013712,1667.233959
LOC100247987,2548.591986,2379.155611,7924.369825,7353.548815
LOC100261516,265.5444535,217.5227987,235.5834503,224.7141423
LOC104877354,371.3390565,420.4046398,282.7001403,229.5467045
LOC109121985,68.76649194,43.92287281,26.29768747,37.04964354
LOC104878006,34.91221898,30.32769789,21.91473956,24.162811
LOC100264967,24.33275869,33.46504595,8.765895825,6.443416267
LOC100242682,857.9942302,832.443018,676.0697155,719.2463408
LOC100251269,1910.65053,1310.365705,1700.58379,1883.088404
LOC104878350,393.5559231,423.5419878,783.4519393,286.7320239
LOC100260902,37.02811104,26.14456715,230.1047654,271.4289102
LOC100243783,3088.144461,2936.557782,2488.418677,2618.443286
LOC104877293,7.405622209,2.091565372,38.35079423,95.04038994
LOC100264937,0.0,2.091565372,7.670158846,38.6604976
LOC104878310,1.05794603,3.137348058,43.82947912,91.8186818
LOC100233083,360.7595962,207.0649718,584.0278093,844.087531
LOC104878083,213.705098,143.272228,313.3807757,275.4560454
LOC100262714,2174.079091,1743.319737,1277.629316,1221.027383
LOC100263734,2232.266123,1715.083605,5883.011835,5277.157923
LOC104878084,8.463568238,0.0,2.191473956,29.80080023
LOC100246595,194.6620695,100.3951379,3.287210934,75.71014114
LOC100246508,1618.657426,1459.91263,5256.250284,5443.881319
LOC100854557,37.02811104,49.15178624,46.02095308,34.63336244
LOC100241473,21.1589206,25.09878446,83.27601033,71.68300597
LOC100854624,1956.142209,1924.240142,841.5259992,886.7751637
LOC100854225,845.2988778,894.1441965,4477.181292,4375.079645
LOC100267300,246.5014249,121.3107916,140.2543332,208.6056016
LOC100261961,449.6270627,546.9443448,424.0502105,495.3376255
LOC100854313,271.8921297,356.6118959,345.1571481,260.1529318
LOC100854693,144.9386061,116.0818781,88.75469522,113.5652117
LOC100244825,211.589206,169.4167951,105.1907499,136.1171686
LOC100854348,0.0,0.0,30.68063539,20.94110287
LOC100854764,78.2880062,43.92287281,15.34031769,55.5744653
LOC100255109,556.4796117,775.970753,510.6134318,341.5010622
LOC100256775,473.9598213,261.4456715,258.5939268,677.3641351
LOC100265410,1263.18756,1508.018633,1186.683147,858.5852176
LOC100256799,3010.914401,3395.656381,3191.881817,2959.138921
LOC100248229,795.5754144,762.3755781,513.9006427,680.5858432
LOC100253361,1124.59663,500.9299066,99.712065,536.4144042
LOC109121378,806.1548747,996.6308997,617.9956556,580.7128911
LOC100265536,788.1697922,878.4574562,748.388356,921.4085262
LOC100263985,2886.076769,3267.025111,6904.238699,3429.508308
LOC100853091,298.3407804,202.8818411,363.7846767,329.4196567
LOC104878205,6.347676179,15.68674029,37.25505725,27.38451913
LOC100241205,904.5438555,789.5659279,1534.031769,1320.900335
LOC100263480,4046.643564,3215.781759,1885.763339,2662.741772
LOC100853162,290.9351582,240.5300178,231.2005024,298.0080023
LOC100256605,775.4744398,653.6141787,1565.808142,1693.813051
LOC100251471,4526.951061,4153.848829,3061.489117,3688.855813
LOC104878207,10.5794603,34.51082864,26.29768747,48.325622
LOC100852979,1293.867994,1127.353735,2408.429878,1846.03876
LOC104878208,27.50659677,43.92287281,12.05310676,37.85507057
LOC100253200,2771.818598,2230.654469,850.291895,1205.724269
LOC100247688,50.78140943,32.41926326,37.25505725,254.5149425
LOC100853597,610.4348592,547.9901274,504.0390099,687.8346865
LOC100264929,4304.782395,4516.735421,1611.829095,3220.097279
LOC100259736,20726.22067,23161.99493,28906.63722,20517.44825
LOC100261384,5922.381875,4964.33041,2358.025977,3015.518813
LOC100256287,660.1583226,504.0672546,185.1795493,318.1436782
LOC100251130,586.1021005,281.3155425,2624.290062,3886.990863
LOC100254629,250.7332091,149.5469241,110.6694348,178.8048014
LOC100249520,1742.437111,1205.787437,1032.184233,1306.402648
LOC100264922,143.8806601,116.0818781,75.60585149,147.3931471
LOC100244366,2380.378567,2711.714505,1920.826923,1527.895082
LOC100266480,1965.663723,2265.165298,3877.813165,1935.441161
LOC100261274,4903.579848,5491.404884,2728.385075,2482.326117
LOC100259732,155.5180664,145.3637933,291.4660362,389.8266842
LOC100256184,1083.336735,1122.124822,1108.885822,1078.466798
LOC100254623,17.98508251,20.91565372,106.2864869,140.9497308
LOC100249514,15.86919045,6.274696116,52.59537495,43.4930598
LOC104878211,88.8674665,109.807182,90.94616918,61.21245454
LOC100256178,72.99827606,42.87709012,84.37174731,98.26209807
LOC100251026,3318.776695,3272.254024,2888.362674,2904.369882
LOC100854164,10.5794603,3.137348058,25.2019505,29.80080023
LOC100257999,10.5794603,9.412044174,3.287210934,16.10854067
LOC100263136,11.63740633,17.77830566,8.765895825,20.94110287
LOC100855166,4.231784119,2.091565372,18.62752863,24.162811
LOC100852456,21.1589206,7.320478802,1.095736978,11.27597847
LOC104878305,284.587482,364.9781574,191.7539712,214.2435909
LOC100262620,1822.841009,1654.428209,1271.054895,1075.24509
LOC104878306,441.1634944,590.8672176,555.5386479,362.442165
LOC100255313,4350.274074,5544.739801,1483.627868,1678.509938
LOC104878411,114.2581712,89.93731099,33.96784632,101.4838062
LOC100854728,27.50659677,51.24335161,50.40390099,27.38451913
LOC100853179,3127.288464,2349.873695,861.2492648,2009.540448
LOC100251812,38.08605707,41.83130744,18.62752863,41.88220574
LOC104878030,57.12908561,73.20478802,71.22290357,55.5744653
LOC100265594,84.63568238,62.74696116,54.7868489,112.7597847
LOC104878031,14.81124442,10.45782686,50.40390099,21.7465299
LOC100853262,172.4452029,165.2336644,169.8392316,228.7412775
LOC109121990,138.5909299,158.9589683,238.8706612,153.0311363
LOC100853334,160.8077965,208.1107545,164.3605467,102.2892332
LOC100246216,5088.720403,5682.783115,2275.845703,2433.195068
LOC100254795,856.9362841,580.4093907,443.7734761,545.2741016
LOC100249674,907.7176936,852.3128891,818.5155226,798.9836171
LOC104878241,78.2880062,79.47948413,188.4667602,134.5063146
LOC109122069,34.91221898,43.92287281,10.95736978,6.443416267
LOC100854989,348.0642438,318.9637192,199.42413,216.659872
LOC109122103,13.75329839,16.73252298,8.765895825,11.27597847
LOC104878297,103.6787109,92.02887636,61.36127077,105.5109414
LOC104878298,21.1589206,20.91565372,62.45700775,29.80080023
LOC100854625,57.12908561,40.78552475,44.9252161,121.619482
LOC100241634,17.98508251,17.77830566,8.765895825,20.13567583
LOC109122139,172.4452029,232.1637563,391.1781012,256.1257966
LOC100266066,1124.59663,1120.033257,1660.041522,998.7295214
LOC100260858,1159.508849,1238.2067,346.2528851,792.5402008
LOC100257504,35.97016501,20.91565372,141.3500702,180.4156555
LOC100264826,3881.603983,4558.566728,3912.876749,3166.133668
LOC100854867,4504.734195,5155.708642,2017.251777,2142.435909
LOC100257929,1683.192133,1504.881285,1518.691452,1227.470799
LOC100263062,319.499701,476.8769048,188.4667602,162.6962607
LOC104878347,31.73838089,29.28191521,810.8453638,550.9120908
LOC100251036,1482.182388,3076.692662,1020.131127,619.3733887
LOC100247129,217.9368821,199.744493,61.36127077,53.1581842
LOC100853224,43.37578722,42.87709012,13.14884374,30.60622727
LOC100254613,1382.735461,1546.712593,1827.689279,1315.262346
LOC100854573,736.3304367,619.1033501,203.8070779,404.3243708
LOC100244739,1286.462372,1520.568025,1143.949405,1757.441787
LOC100267056,2960.132991,2941.786696,1423.362335,1840.400771
LOC100261868,3132.578194,2781.781945,3140.382179,2499.240085
LOC100854510,488.7710658,584.5925214,59.16979682,49.93647607
LOC100854752,434.8158182,646.2936999,527.0494864,380.9669868
LOC109121394,234.8640186,303.2769789,231.2005024,111.9543576
LOC100855110,705.6500019,713.2237918,348.444359,280.2886076
LOC100256938,253.9070471,244.7131485,219.1473956,255.3203696
LOC100855218,102.6207649,131.7686184,115.0523827,53.96361124
LOC100855180,280.3556979,231.1179736,145.7330181,269.8180562
LOC104878417,248.617317,276.0866291,427.3374214,212.6327368
LOC100255430,264.4865074,288.6360213,174.2221795,289.953732
LOC104878479,194.6620695,216.477016,120.5310676,223.9087153
LOC100253630,450.6850087,320.0095019,127.1054895,199.7459043
LOC100261438,2772.876544,3052.63966,1742.221795,1291.904962
LOC100264137,242.2696408,278.1781945,1869.327285,2531.457166
LOC100255005,139.6488759,147.4553587,195.0411821,152.2257093
LOC104878429,65.59265385,65.88430922,37.25505725,38.6604976
LOC100853545,807.2128207,889.9610657,2206.814274,984.2318348
LOC104878488,423.1784119,249.9420619,83.27601033,219.8815801
LOC100264098,40.20194913,32.41926326,27.39342445,27.38451913
LOC100241818,16.92713648,17.77830566,21.91473956,21.7465299
LOC100246947,1.05794603,0.0,2.191473956,49.93647607
LOC100250901,1635.584562,1038.462207,261.8811378,1316.8732
LOC100262923,191.4882314,240.5300178,281.6044034,264.985494
LOC104878413,24.33275869,28.23613252,10.95736978,37.85507057
LOC104878516,60.3029237,34.51082864,25.2019505,49.93647607
LOC104878544,21.1589206,13.59517492,14.24458071,2.4162811
LOC100240959,436.9317103,368.1155055,3792.345681,3287.75315
LOC100242690,4406.345214,4238.557226,903.9830069,1180.756031
LOC100853146,28.5645428,23.00721909,1.095736978,11.27597847
LOC100852423,1635.584562,2378.109828,1467.191814,1016.448916
LOC100855401,33.85427295,42.87709012,37.25505725,50.7419031
LOC100852457,867.5157444,820.9394085,334.1997783,506.613604
LOC100854782,3.173838089,0.0,5.47868489,36.2442165
LOC100248179,170.3293108,211.2481026,208.1900258,161.0854067
LOC100852791,35.97016501,34.51082864,31.77637236,52.35275717
LOC100243298,76.17211414,46.01443818,81.08453638,86.9861196
LOC100248422,2794.035465,3319.314245,3957.801965,2686.904583
LOC100853717,48.66551737,93.07465905,178.6051274,49.13104904
LOC100853752,1089.684411,1395.074103,453.6351089,366.4693002
LOC100852908,112.1422792,64.83852653,16.43605467,69.26672487
LOC100853510,26.44865074,14.6409576,4.382947912,10.47055143
LOC100854298,781.822116,873.2285428,921.5147986,826.3681362
LOC100243794,85.69362841,50.19756893,53.69111193,49.93647607
LOC100855020,172.4452029,122.3565743,131.4884374,166.7233959
LOC100853415,7.405622209,2.091565372,24.10621352,107.9272225
LOC100260091,163.9816346,195.5613623,218.0516586,115.9814928
LOC100255165,205.2415298,189.2866662,36.15932028,177.1939473
LOC104878617,74.05622209,52.2891343,37.25505725,64.43416267
LOC104878636,64.53470782,40.78552475,185.1795493,187.6644988
LOC100252226,144.9386061,117.1276608,104.0950129,251.2932344
LOC100249614,2191.006228,3342.321464,1515.404241,711.1920705
LOC100253000,15.86919045,8.366261488,202.7113409,271.4289102
LOC104878687,5.289730149,4.183130744,5.47868489,38.6604976
LOC100854149,1829.188686,1704.625778,1810.157488,1551.252466
LOC100852760,105.794603,166.2794471,49.30816401,38.6604976
LOC100854659,80.40389826,53.33491698,29.58489841,53.96361124
LOC104878648,163.9816346,275.0408464,959.8655928,370.4964354
LOC104878662,197.8359076,485.2431663,349.540096,129.6737524
LOC100854216,4146.090491,5268.653172,1919.731186,2638.578961
LOC100266307,1605.962073,1182.780218,1932.880029,3448.838557
LOC109121388,522.6253387,793.7490586,614.7084447,409.156933
LOC100267695,447.5111706,316.8721538,588.4107572,719.2463408
LOC104878727,110.0263871,41.83130744,2.191473956,65.2395897
LOC100255536,489.8290118,314.7805885,399.943997,902.0782774
LOC100853888,26.44865074,3.137348058,5.47868489,38.6604976
LOC100853546,31.73838089,20.91565372,39.44653121,17.71939473
LOC100854135,344.8904057,179.874622,81.08453638,520.3058636
LOC100855220,276.1239138,312.6890231,337.4869892,182.8319366
LOC100256763,85.69362841,74.2505707,71.22290357,87.79154664
LOC100251639,882.3269888,874.2743255,1048.620288,1039.000873
LOC100246238,202.0676917,129.6770531,191.7539712,197.3296232
LOC109122083,30.68043486,12.54939223,8.765895825,53.96361124
LOC100855391,59.24497767,54.38069967,173.1264425,115.1760658
LOC100263390,800.8651445,450.7323376,1609.637621,2217.340623
LOC100253928,286.7033741,391.1227245,232.2962393,322.9762404
LOC100266813,683.4331352,640.0190038,365.9761507,393.8538193
LOC100852480,338.5427295,286.544456,415.2843147,608.0974102
LOC100261530,854.8203921,979.8983767,817.4197856,666.0881566
LOC104878269,113.2002252,133.8601838,28.48916143,270.6234832
LOC100251159,45.49167928,15.68674029,28.48916143,78.93184927
LOC100256311,1276.940858,1489.194545,976.3016475,1081.688506
LOC109122084,1148.929388,1443.180107,930.2806944,843.2821039
LOC100852639,15.86919045,33.46504595,9.861632803,12.0814055
LOC104878325,3.173838089,17.77830566,6.574421868,17.71939473
LOC100260021,32.79632692,13.59517492,8.765895825,8.859697367
LOC100855179,8.463568238,23.00721909,94.23338011,50.7419031
LOC100264312,3534.597686,3878.807982,1747.70048,3181.436782
LOC100242027,5052.750238,5388.918181,4197.768363,4620.73489
LOC100252286,3606.538016,4114.109087,1830.97649,2440.443911
LOC100247168,759.6052494,700.6743996,1660.041522,1672.066521
LOC100250649,290.9351582,272.949281,288.1788252,262.5692129
LOC104878268,1014.570243,899.3731099,104.0950129,214.2435909
LOC100252422,8992.541253,12376.83809,2882.883989,3425.481173
LOC104878266,39.1440031,21.96143641,50.40390099,69.26672487
LOC109122082,4647.556909,4907.858145,4261.321108,2797.248087
LOC100241946,860.1101222,700.6743996,619.0913926,805.4270334
LOC109122081,9.521514268,1.045782686,64.64848171,31.4116543
LOC100260243,5.289730149,9.412044174,59.16979682,21.7465299
LOC100248552,61.36086973,46.01443818,67.93569264,57.18531937
LOC100246035,1036.787109,993.4935517,944.5252751,1146.928096
LOC100266551,3331.472048,2663.608501,2031.496357,2290.634483
LOC100240942,86.75157444,113.9903128,113.9566457,111.1489306
LOC100263200,526.8571228,417.2672917,172.0307056,451.8445657
LOC100258060,666.5059988,835.5803661,1157.098249,1284.656118
LOC100252929,513.1038244,460.1443818,269.5512966,360.0258839
LOC100247818,460.206523,532.3033871,187.3710232,219.8815801
LOC100264735,3405.52827,4347.318626,1665.520207,2403.394268
LOC100853812,113.2002252,103.5324859,164.3605467,167.5288229
MIR167D,903.4859094,864.8622813,773.5903065,875.4991853
LOC104878081,19.04302854,37.64817669,99.712065,146.5877201
LOC100259561,1372.156001,1104.346516,701.271666,2877.79079
LOC100249330,0.0,3.137348058,3.287210934,33.8279354
LOC100251093,5393.40886,4973.742454,3297.072567,3750.068267
LOC100240861,2411.059002,2456.543529,4877.125289,4822.897076
LOC100266517,1324.548429,960.0285057,2873.022356,4075.460789
LOC100853223,6.347676179,2.091565372,29.58489841,22.55195693
LOC100257988,47.60757134,11.50360955,2343.781396,2512.126917
LOC100256253,216.8789361,190.3324488,364.8804137,588.7671614
LOC100245954,2331.71305,1788.288393,2391.993823,2025.648989
LOC100256221,3.173838089,5.22891343,13.14884374,30.60622727
LOC104878338,42.31784119,46.01443818,134.7756483,93.42953587
LOC104878340,82.51979032,83.66261488,29.58489841,63.62873564
LOC100258818,2481.941386,1784.105262,2413.908563,3002.63198
LOC100264206,8602.159168,10577.04609,5956.426213,6068.892696
LOC100265497,2002.691834,1886.591965,1199.831991,1389.361633
LOC100265755,2130.703304,2736.813289,2732.768023,3844.30323
LOC100259020,70.882384,52.2891343,147.924492,330.2250837
LOC104878215,92.04130459,29.28191521,4.382947912,66.85044377
LOC100251720,2478.767548,1725.541432,909.4616918,2309.964732
LOC100263718,167.1554727,112.9445301,149.020229,210.2164557
LOC109121492,28.5645428,31.37348058,16.43605467,24.162811
LOC104878216,775.4744398,807.3442336,249.828031,437.3468791
LOC100246579,1309.737185,1200.558523,1896.720709,1771.939473
